,locus_tag,left,right,mode,final_state,tf,strand
3104,ECK125258527,0,0,repressor,Lrp,Lrp,
3105,ECK125258528,485709,485732,repressor,AcrR,AcrR,
3106,ECK125258528,485709,485732,repressor,AcrR,AcrR,
3107,ECK125258528,485709,485732,repressor,EnvR,EnvR,
3108,ECK125258529,0,0,dual,Fur-Fe<SUP>2+</SUP>,Fur,
3109,ECK125258529,0,0,dual,Fur-Fe<SUP>2+</SUP>,Fur,
3110,ECK125258530,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3111,ECK125258531,0,0,repressor,SutR,SutR,
3112,ECK125258532,0,0,repressor,EbgR,EbgR,
3113,ECK125258533,0,0,repressor,FNR,FNR,
3114,ECK125258534,0,0,activator,ArcA-Phosphorylated,ArcA,
3115,ECK125258536,0,0,repressor,H-NS,H-NS,
3116,ECK125258538,0,0,repressor,ArcA-Phosphorylated,ArcA,
3117,ECK125258539,0,0,repressor,Lrp,Lrp,
3118,ECK125258540,0,0,repressor,UidR,UidR,
3119,ECK125258541,0,0,,,,
3120,ECK125258542,0,0,repressor,LeuO,LeuO,
3121,ECK125258544,1572273,1572292,activator,GadX,GadX,
3122,ECK125258544,1572273,1572292,dual,GadW,GadW,
3123,ECK125258544,1572273,1572292,dual,GadW,GadW,
3124,ECK125258545,0,0,activator,CRP-cAMP,CRP,
3125,ECK125258546,0,0,activator,CRP-cAMP,CRP,
3126,ECK125258547,2303606,2303621,activator,NarP-Phosphorylated,NarP,
3127,ECK125258547,2303606,2303621,repressor,NarP-Phosphorylated,NarP,
3128,ECK125258547,2303606,2303621,repressor,NarL-Phosphorylated,NarL,
3129,ECK125258547,2303606,2303621,repressor,NarL-Phosphorylated,NarL,
3130,ECK125258548,0,0,activator,CysB-<i>O</i>-acetyl-L-serine,CysB,
3131,ECK125258550,2240618,2240633,repressor,GalR,GalR,
3132,ECK125258550,2240618,2240633,repressor,GalS,GalS,
3133,ECK125258551,0,0,repressor,FNR,FNR,
3134,ECK125258552,0,0,activator,Cra,Cra,
3135,ECK125258553,0,0,repressor,McbR,McbR,
3136,ECK125258554,0,0,activator,RclR,RclR,
3137,ECK125258555,0,0,activator,UvrY-Phosphorylated,UvrY,
3138,ECK125258556,0,0,activator,FucR-L-fuculose-1-P,FucR,
3139,ECK125258557,0,0,repressor,ArcA-Phosphorylated,ArcA,
3140,ECK125258558,0,0,repressor,StpA,StpA,
3141,ECK125258559,0,0,activator,PhoB-Phosphorylated,PhoB,
3142,ECK125258560,0,0,activator,H-NS,H-NS,
3143,ECK125258561,0,0,repressor,FNR,FNR,
3144,ECK125258562,0,0,activator,PhoB-Phosphorylated,PhoB,
3145,ECK125258563,0,0,activator,IHF,IHF,
3146,ECK125258564,0,0,repressor,Lrp-leucine,Lrp,
3147,ECK125258565,0,0,activator,CRP-cAMP,CRP,
3148,ECK125258566,0,0,repressor,FNR,FNR,
3149,ECK125258567,0,0,repressor,DicA,DicA,
3150,ECK125258568,0,0,activator,ArcA-Phosphorylated,ArcA,
3151,ECK125258569,1875623,1875637,repressor,NimR,NimR,
3152,ECK125258569,1875623,1875637,repressor,NimR,NimR,
3153,ECK125258570,0,0,repressor,FNR,FNR,
3154,ECK125258571,84057,84068,activator,SlyA,SlyA,
3155,ECK125258572,1673535,1673545,repressor,H-NS,H-NS,
3156,ECK125258573,0,0,,,,
3157,ECK125258574,887383,887393,,,,
3158,ECK125258575,0,0,repressor,H-NS,H-NS,
3159,ECK125258576,0,0,repressor,H-NS,H-NS,
3160,ECK125258577,2788908,2788921,repressor,GlaR,GlaR,
3161,ECK125258579,0,0,activator,FlhDC,FlhDC,
3162,ECK125258580,4635363,4635382,repressor,Rob,Rob,
3163,ECK125258580,4635363,4635382,repressor,MarA,MarA,
3164,ECK125258580,4635363,4635382,repressor,SoxS,SoxS,
3165,ECK125258581,0,0,,,,
3166,ECK125258582,0,0,activator,FlhDC,FlhDC,
3167,ECK125258583,0,0,activator,Fur-Fe<SUP>2+</SUP>,Fur,
3168,ECK125258584,0,0,activator,ArcA-Phosphorylated,ArcA,
3169,ECK125258585,0,0,activator,YdeO,YdeO,
3170,ECK125258586,0,0,activator,LrhA,LrhA,
3171,ECK125258587,0,0,unknown,Fur-Fe<SUP>2+</SUP>,Fur,
3172,ECK125258588,0,0,activator,CpxR-Phosphorylated,CpxR,
3173,ECK125258589,0,0,repressor,ModE-MoO<sub>4</sub><sup>2-</sup>,ModE,
3174,ECK125258591,0,0,activator,GadX,GadX,
3175,ECK125258592,0,0,repressor,H-NS,H-NS,
3176,ECK125258593,0,0,,,,
3177,ECK125258594,0,0,repressor,BCCP,BCCP,
3178,ECK125258595,0,0,activator,GadE,GadE,
3179,ECK125258596,4439444,4439462,activator,PhoB-Phosphorylated,PhoB,
3180,ECK125258599,0,0,repressor,H-NS,H-NS,
3181,ECK125258600,0,0,repressor,ArcA-Phosphorylated,ArcA,
3182,ECK125258601,0,0,activator,CRP-cAMP,CRP,
3183,ECK125258602,1673785,1673795,repressor,H-NS,H-NS,
3184,ECK125258603,0,0,repressor,MatA,MatA,
3185,ECK125258604,4287584,4287599,activator,NarP-Phosphorylated,NarP,
3186,ECK125258604,4287584,4287599,activator,NarL-Phosphorylated,NarL,
3187,ECK125258605,0,0,,,,
3188,ECK125258606,0,0,repressor,HU,HU,
3189,ECK125258607,0,0,repressor,MatA,MatA,
3190,ECK125258608,0,0,activator,FlhDC,FlhDC,
3191,ECK125258609,0,0,activator,OxyR,OxyR,
3192,ECK125258610,0,0,repressor,NsrR,NsrR,
3193,ECK125258611,0,0,activator,FNR,FNR,
3194,ECK125258612,0,0,repressor,Fis,Fis,
3195,ECK125258613,0,0,,,,
3196,ECK125258615,2407833,2407875,,,,
3197,ECK125258616,0,0,activator,LrhA,LrhA,
3198,ECK125258617,0,0,activator,ArcA-Phosphorylated,ArcA,
3199,ECK125258618,0,0,repressor,H-NS,H-NS,
3200,ECK125258619,0,0,repressor,LysR,LysR,
3201,ECK125258620,0,0,dual,FNR,FNR,
3202,ECK125258620,0,0,dual,FNR,FNR,
3203,ECK125258621,0,0,activator,ArcA-Phosphorylated,ArcA,
3204,ECK125258622,3246482,3246500,repressor,CRP-cAMP,CRP,
3205,ECK125258623,0,0,repressor,IHF,IHF,
3206,ECK125258624,3354215,3354234,activator,GadE,GadE,
3207,ECK125258626,0,0,repressor,FNR,FNR,
3208,ECK125258627,0,0,repressor,Lrp-leucine,Lrp,
3209,ECK125258628,0,0,repressor,IHF,IHF,
3210,ECK125258630,0,0,,,,
3211,ECK125258631,0,0,activator,FhlA-formate,FhlA,
3212,ECK125258632,0,0,repressor,LexA,LexA,
3213,ECK125258633,0,0,repressor,H-NS,H-NS,
3214,ECK125258634,0,0,activator,Lrp-leucine,Lrp,
3215,ECK125258635,0,0,repressor,H-NS,H-NS,
3216,ECK125258636,0,0,repressor,H-NS,H-NS,
3217,ECK125258637,379908,379957,,,,
3218,ECK125258638,0,0,repressor,H-NS,H-NS,
3219,ECK125258639,4432042,4432057,activator,NarL-Phosphorylated,NarL,
3220,ECK125258639,4432042,4432057,activator,NarP-Phosphorylated,NarP,
3221,ECK125258640,0,0,activator,Rob,Rob,
3222,ECK125258641,3656757,3656812,repressor,FliZ,FliZ,
3223,ECK125258643,0,0,repressor,H-NS,H-NS,
3224,ECK125258644,2214816,2214845,repressor,FliZ,FliZ,
3225,ECK125258645,0,0,repressor,FNR,FNR,
3226,ECK125258646,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3227,ECK125258647,0,0,,,,
3228,ECK125258648,0,0,activator,CRP-cAMP,CRP,
3229,ECK125258649,0,0,activator,ArcA-Phosphorylated,ArcA,
3230,ECK125258650,4005834,4005849,repressor,LexA,LexA,
3231,ECK125258651,0,0,,,,
3232,ECK125258652,0,0,repressor,H-NS,H-NS,
3233,ECK125258653,0,0,activator,FlhDC,FlhDC,
3234,ECK125258654,0,0,activator,CdaR,CdaR,
3235,ECK125258655,0,0,repressor,FNR,FNR,
3236,ECK125258656,0,0,activator,FNR,FNR,
3237,ECK125258657,0,0,activator,FNR,FNR,
3238,ECK125258658,1216241,1216283,,,,
3239,ECK125258661,0,0,activator,RcsB-P<sup>asp56</sup>,RcsB,
3240,ECK125258662,0,0,activator,Lrp,Lrp,
3241,ECK125258663,0,0,repressor,NarL-Phosphorylated,NarL,
3242,ECK125258664,0,0,activator,LysR,LysR,
3243,ECK125258665,0,0,activator,GadE-RcsB,GadE,
3244,ECK125258666,511574,511593,activator,GadX,GadX,
3245,ECK125258667,0,0,activator,NtrC-P<sup>asp</sup>,NtrC,
3246,ECK125258668,2568261,2568297,,,,
3247,ECK125258669,0,0,activator,SdiA,SdiA,
3248,ECK125258670,0,0,activator,CadC,CadC,
3249,ECK125258671,0,0,activator,FNR,FNR,
3250,ECK125258672,1488019,1488038,activator,SoxS,SoxS,
3251,ECK125258672,1488019,1488038,activator,Rob,Rob,
3252,ECK125258672,1488019,1488038,activator,MarA,MarA,
3253,ECK125258673,0,0,repressor,H-NS,H-NS,
3254,ECK125258674,0,0,activator,Cra,Cra,
3255,ECK125258675,0,0,,,,
3256,ECK125258676,4449772,4449791,,,,
3257,ECK125258677,2884233,2884244,activator,SlyA,SlyA,
3258,ECK125258678,0,0,activator,HU,HU,
3259,ECK125258680,0,0,,,,
3260,ECK125258681,4568763,4568774,,,,
3261,ECK125258682,0,0,activator,RcsB-P<sup>asp56</sup>,RcsB,
3262,ECK125258684,0,0,repressor,HU,HU,
3263,ECK125258685,0,0,repressor,H-NS,H-NS,
3264,ECK125258686,1592558,1592577,repressor,HipB,HipB,
3265,ECK125258686,1592558,1592577,repressor,HipAB,HipB,
3266,ECK125258687,1215713,1215733,repressor,BluR,BluR,
3267,ECK125258688,0,0,activator,CRP-cAMP,CRP,
3268,ECK125258689,0,0,activator,GadE-RcsB,GadE,
3269,ECK125258690,0,0,activator,FNR,FNR,
3270,ECK125258691,0,0,repressor,HU,HU,
3271,ECK125258693,0,0,activator,Fur-Fe<SUP>2+</SUP>,Fur,
3272,ECK125258694,1601261,1601290,repressor,LsrR,LsrR,
3273,ECK125258695,0,0,repressor,FNR,FNR,
3274,ECK125258696,4551456,4551473,repressor,ExuR,ExuR,
3275,ECK125258696,4551456,4551473,repressor,UxuR,UxuR,
3276,ECK125258696,4551456,4551473,repressor,UxuR,UxuR,
3277,ECK125258697,0,0,repressor,CpxR-Phosphorylated,CpxR,
3278,ECK125258699,0,0,repressor,ArcA-Phosphorylated,ArcA,
3279,ECK125258700,0,0,repressor,DhaR,DhaR,
3280,ECK125258701,0,0,activator,MarA,MarA,
3281,ECK125258703,0,0,repressor,FNR,FNR,
3282,ECK125258704,0,0,activator,EnvY,EnvY,
3283,ECK125258705,0,0,activator,H-NS,H-NS,
3284,ECK125258706,0,0,repressor,FlhDC,FlhDC,
3285,ECK125258707,0,0,activator,EvgA-Phosphorylated,EvgA,
3286,ECK125258708,0,0,activator,PhoB-Phosphorylated,PhoB,
3287,ECK125258709,0,0,repressor,RcsAB,RcsB,
3288,ECK125258710,0,0,,,,
3289,ECK125258711,0,0,activator,IHF,IHF,
3290,ECK125258712,28272,28291,activator,ArgP,ArgP,
3291,ECK125258713,0,0,repressor,H-NS,H-NS,
3292,ECK125258714,0,0,activator,FNR,FNR,
3293,ECK125258715,0,0,activator,GadE-RcsB,GadE,
3294,ECK125258716,0,0,activator,AdiY,AdiY,
3295,ECK125258717,0,0,repressor,H-NS,H-NS,
3296,ECK125258718,0,0,activator,CysB,CysB,
3297,ECK125258719,1655194,1655207,,,,
3298,ECK125258720,2313034,2313053,activator,Rob,Rob,
3299,ECK125258720,2313034,2313053,activator,MarA,MarA,
3300,ECK125258721,17894,17927,,,,
3301,ECK125258722,0,0,repressor,FliZ,FliZ,
3302,ECK125258723,0,0,activator,ArcA-Phosphorylated,ArcA,
3303,ECK125258724,0,0,repressor,HdfR,HdfR,
3304,ECK125258725,0,0,repressor,Lrp-leucine,Lrp,
3305,ECK125258726,0,0,,,,
3306,ECK125258727,0,0,activator,Lrp,Lrp,
3307,ECK125258728,0,0,repressor,FNR,FNR,
3308,ECK125258729,0,0,,,,
3309,ECK125258730,0,0,repressor,H-NS,H-NS,
3310,ECK125258731,0,0,,,,
3311,ECK125258732,0,0,activator,IHF,IHF,
3312,ECK125258733,0,0,activator,GadE,GadE,
3313,ECK125258734,2001808,2001819,repressor,NsrR,NsrR,
3314,ECK125258734,2001808,2001819,repressor,NsrR,NsrR,
3315,ECK125258735,0,0,activator,UvrY-Phosphorylated,UvrY,
3316,ECK125258736,0,0,activator,HypT-Met-oxidized,HypT,
3317,ECK125258738,0,0,activator,CspA,CspA,
3318,ECK125258739,0,0,repressor,H-NS,H-NS,
3319,ECK125258740,0,0,repressor,H-NS,H-NS,
3320,ECK125258742,1601456,1601485,repressor,LsrR,LsrR,
3321,ECK125258743,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3322,ECK125258744,0,0,repressor,FNR,FNR,
3323,ECK125258745,0,0,repressor,H-NS,H-NS,
3324,ECK125258746,0,0,activator,Lrp,Lrp,
3325,ECK125258747,0,0,repressor,OmpR-P,OmpR,
3326,ECK125258748,0,0,activator,ArcA-Phosphorylated,ArcA,
3327,ECK125258749,0,0,activator,DhaR,DhaR,
3328,ECK125258751,0,0,,,,
3329,ECK125258752,1978378,1978392,repressor,YjjQ,YjjQ,
3330,ECK125258752,1978378,1978392,repressor,RcsAB,RcsB,
3331,ECK125258753,0,0,activator,H-NS,H-NS,
3332,ECK125258755,2634148,2634163,activator,MarA,MarA,
3333,ECK125258757,0,0,repressor,LexA,LexA,
3334,ECK125258758,0,0,activator,RcdA,RcdA,
3335,ECK125258759,0,0,activator,DpiA-P<sup>asp</sup>,DpiA,
3336,ECK125258760,3354148,3354187,,,,
3337,ECK125258761,0,0,activator,UvrY-Phosphorylated,UvrY,
3338,ECK125258762,0,0,activator,CdaR,CdaR,
3339,ECK125258763,4531988,4531999,,,,
3340,ECK125258764,781995,782012,repressor,NadR,NadR,
3341,ECK125258765,0,0,repressor,GatR,GatR,
3342,ECK125258766,0,0,activator,FlhDC,FlhDC,
3343,ECK125258767,2924617,2924629,activator,IHF,IHF,
3344,ECK125258769,0,0,activator,FNR,FNR,
3345,ECK125258770,0,0,activator,GadE,GadE,
3346,ECK125258771,0,0,activator,AdiY,AdiY,
3347,ECK125258772,0,0,repressor,H-NS,H-NS,
3348,ECK125258773,0,0,,,,
3349,ECK125258774,1453840,1453851,activator,SlyA,SlyA,
3350,ECK125258775,0,0,activator,GadX,GadX,
3351,ECK125258776,0,0,repressor,Lrp-leucine,Lrp,
3352,ECK125258777,0,0,repressor,PgrR,PgrR,
3353,ECK125258778,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3354,ECK125258779,1572161,1572180,dual,GadW,GadW,
3355,ECK125258779,1572161,1572180,dual,GadW,GadW,
3356,ECK125258779,1572161,1572180,activator,GadX,GadX,
3357,ECK125258780,0,0,activator,LeuO,LeuO,
3358,ECK125258781,0,0,repressor,FNR,FNR,
3359,ECK125258782,0,0,repressor,ArcA-Phosphorylated,ArcA,
3360,ECK125258783,1619022,1619041,activator,Rob,Rob,
3361,ECK125258783,1619022,1619041,activator,MarA,MarA,
3362,ECK125258783,1619022,1619041,activator,SoxS,SoxS,
3363,ECK125258784,0,0,activator,Fur-Fe<SUP>2+</SUP>,Fur,
3364,ECK125258785,0,0,activator,Fis,Fis,
3365,ECK125258786,0,0,activator,Rob,Rob,
3366,ECK125258788,0,0,repressor,Fis,Fis,
3367,ECK125258789,0,0,repressor,H-NS,H-NS,
3368,ECK125258790,0,0,activator,RcsB-P<sup>asp56</sup>,RcsB,
3369,ECK125258791,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3370,ECK125258792,0,0,activator,NtrC-P<sup>asp</sup>,NtrC,
3371,ECK125258793,0,0,activator,CpxR-Phosphorylated,CpxR,
3372,ECK125258794,0,0,repressor,ArcA-Phosphorylated,ArcA,
3373,ECK125258795,0,0,activator,GutM,GutM,
3374,ECK125258796,0,0,activator,GadE,GadE,
3375,ECK125258797,4554403,4554420,repressor,ExuR,ExuR,
3376,ECK125258797,4554403,4554420,repressor,UxuR,UxuR,
3377,ECK125258798,0,0,activator,Lrp,Lrp,
3378,ECK125258800,0,0,repressor,H-NS,H-NS,
3379,ECK125258801,3658325,3658383,repressor,FliZ,FliZ,
3380,ECK125258802,0,0,activator,HypT-Met-oxidized,HypT,
3381,ECK125258803,0,0,repressor,H-NS,H-NS,
3382,ECK125258804,0,0,activator,NarP-Phosphorylated,NarP,
3383,ECK125258805,0,0,repressor,H-NS,H-NS,
3384,ECK125258806,0,0,repressor,FliZ,FliZ,
3385,ECK125258807,4595902,4595915,activator,CRP-cAMP,CRP,
3386,ECK125258808,0,0,activator,QseB-Phosphorylated,QseB,
3387,ECK125258810,0,0,activator,GadE,GadE,
3388,ECK125258811,2002014,2002030,repressor,IHF,IHF,
3389,ECK125258812,3088383,3088398,repressor,GalS,GalS,
3390,ECK125258812,3088383,3088398,repressor,GalR,GalR,
3391,ECK125258813,0,0,repressor,H-NS,H-NS,
3392,ECK125258814,0,0,repressor,IHF,IHF,
3393,ECK125258815,0,0,activator,MatA,MatA,
3394,ECK125258816,0,0,activator,PhoP-Phosphorylated,PhoP,
3395,ECK125258817,0,0,activator,SoxS,SoxS,
3396,ECK125258819,0,0,activator,GadX,GadX,
3397,ECK125258820,0,0,repressor,MetJ-adenosylmethionine,MetJ,
3398,ECK125258821,358700,358708,activator,CynR-cyanate,CynR,
3399,ECK125258821,358700,358708,repressor,CynR,CynR,
3400,ECK125258822,0,0,repressor,AlsR,AlsR,
3401,ECK125258823,0,0,repressor,ArcA-Phosphorylated,ArcA,
3402,ECK125258824,4531834,4531845,,,,
3403,ECK125258826,0,0,repressor,CRP-cAMP,CRP,
3404,ECK125258828,0,0,repressor,NarL-Phosphorylated,NarL,
3405,ECK125258829,0,0,repressor,H-NS,H-NS,
3406,ECK125258830,0,0,repressor,SutR,SutR,
3407,ECK125258831,0,0,repressor,H-NS,H-NS,
3408,ECK125258832,0,0,,,,
3409,ECK125258833,0,0,repressor,PgrR,PgrR,
3410,ECK125258835,1720841,1720852,,,,
3411,ECK125258836,0,0,activator,DpiA-P<sup>asp</sup>,DpiA,
3412,ECK125258838,0,0,activator,GadX,GadX,
3413,ECK125258839,1227495,1227518,,,,
3414,ECK125258840,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3415,ECK125258841,0,0,activator,FNR,FNR,
3416,ECK125258842,0,0,repressor,Fur-Fe<SUP>2+</SUP>,Fur,
3417,ECK125258843,0,0,repressor,SrlR,SrlR,
3418,ECK125258844,0,0,repressor,H-NS,H-NS,
3419,ECK125258846,0,0,repressor,H-NS,H-NS,
3420,ECK125258847,0,0,repressor,H-NS,H-NS,
3421,ECK125258848,0,0,repressor,H-NS,H-NS,
3422,ECK125258849,0,0,repressor,AraC-arabinose,AraC,
3423,ECK125258851,0,0,activator,IHF,IHF,
3424,ECK125258852,0,0,activator,PhoB-Phosphorylated,PhoB,
3425,ECK125258854,0,0,activator,FucR-L-fuculose-1-P,FucR,
3426,ECK125258855,0,0,activator,GadE-RcsB,GadE,
3427,ECK125258857,0,0,activator,FNR,FNR,
3428,ECK125258858,0,0,activator,PhoB-Phosphorylated,PhoB,
3429,ECK125258859,0,0,activator,Rob,Rob,
3430,ECK125258860,0,0,repressor,H-NS,H-NS,
3431,ECK125258861,2001998,2002014,repressor,IHF,IHF,
3432,ECK125258862,0,0,activator,PhoB-Phosphorylated,PhoB,
3433,ECK125258864,0,0,repressor,H-NS,H-NS,
3434,ECK125258865,0,0,activator,CadC,CadC,
3435,ECK125258866,1453785,1453796,activator,SlyA,SlyA,
3436,ECK125258867,0,0,repressor,H-NS,H-NS,
3437,ECK125258868,0,0,repressor,ComR,ComR,
3438,ECK125258869,0,0,repressor,H-NS,H-NS,
3439,ECK125258870,0,0,activator,Dan-L-tartrate,Dan,
3440,ECK125258871,1842239,1842258,activator,ArgP,ArgP,
3441,ECK125258872,1346857,1346905,repressor,FliZ,FliZ,
3442,ECK125258873,0,0,activator,HypT-Met-oxidized,HypT,
3443,ECK125258874,0,0,repressor,Lrp-leucine,Lrp,
3444,ECK125258875,0,0,activator,FNR,FNR,
3445,ECK125258876,0,0,repressor,FliZ,FliZ,
3446,ECK125272780,376,391,,,,
3447,ECK125272781,83807,83822,,,,
3448,ECK125272782,107091,107106,,,,
3449,ECK125272783,406563,406578,,,,
3450,ECK125272784,451665,451680,,,,
3451,ECK125272785,451801,451816,,,,
3452,ECK125272786,451837,451852,,,,
3453,ECK125272787,451914,451929,,,,
3454,ECK125272788,451941,451956,,,,
3455,ECK125272789,585645,585660,,,,
3456,ECK125272790,622368,622383,,,,
3457,ECK125272791,696442,696457,,,,
3458,ECK125272792,852722,852737,,,,
3459,ECK125272793,922537,922552,,,,
3460,ECK125272794,926101,926116,,,,
3461,ECK125272795,926215,926230,,,,
3462,ECK125272796,926400,926415,,,,
3463,ECK125272797,926524,926539,,,,
3464,ECK125272798,1028387,1028402,,,,
3465,ECK125272799,1226166,1226181,,,,
3466,ECK125272800,1298041,1298056,,,,
3467,ECK125272801,1298370,1298385,,,,
3468,ECK125272802,1734142,1734157,,,,
3469,ECK125272803,1755477,1755492,,,,
3470,ECK125272804,1755563,1755578,,,,
3471,ECK125272805,1755732,1755747,,,,
3472,ECK125272806,1786941,1786956,,,,
3473,ECK125272807,1787250,1787265,,,,
3474,ECK125272808,1799552,1799567,,,,
3475,ECK125272809,1907233,1907248,,,,
3476,ECK125272810,1907400,1907415,,,,
3477,ECK125272811,1907438,1907453,,,,
3478,ECK125272812,1907488,1907503,,,,
3479,ECK125272813,1907754,1907769,,,,
3480,ECK125272814,1923076,1923091,,,,
3481,ECK125272815,1923140,1923155,,,,
3482,ECK125272816,1923283,1923298,,,,
3483,ECK125272817,2068285,2068300,,,,
3484,ECK125272818,2068445,2068460,,,,
3485,ECK125272819,2068468,2068483,,,,
3486,ECK125272820,2174624,2174639,,,,
3487,ECK125272821,2174708,2174723,,,,
3488,ECK125272822,2185379,2185394,,,,
3489,ECK125272823,2246746,2246761,,,,
3490,ECK125272824,2262332,2262347,,,,
3491,ECK125272825,2262401,2262416,,,,
3492,ECK125272826,2263515,2263530,,,,
3493,ECK125272827,2263582,2263597,,,,
3494,ECK125272828,2270247,2270262,,,,
3495,ECK125272829,2278605,2278620,,,,
3496,ECK125272830,2401519,2401534,,,,
3497,ECK125272831,2403950,2403965,,,,
3498,ECK125272832,2441477,2441492,,,,
3499,ECK125272833,2709818,2709833,,,,
3500,ECK125272834,2710099,2710114,,,,
3501,ECK125272835,2710120,2710135,,,,
3502,ECK125272836,2891813,2891828,,,,
3503,ECK125272837,2949341,2949356,,,,
3504,ECK125272838,2998958,2998973,,,,
3505,ECK125272839,2998996,2999011,,,,
3506,ECK125272840,3056831,3056846,,,,
3507,ECK125272841,3056984,3056999,,,,
3508,ECK125272842,3073754,3073769,,,,
3509,ECK125272843,3073782,3073797,,,,
3510,ECK125272844,3073813,3073828,,,,
3511,ECK125272845,3086075,3086090,,,,
3512,ECK125272846,3121429,3121444,,,,
3513,ECK125272847,3121462,3121477,,,,
3514,ECK125272848,3184747,3184762,,,,
3515,ECK125272849,3184893,3184908,,,,
3516,ECK125272850,3318097,3318112,,,,
3517,ECK125272851,3354475,3354490,,,,
3518,ECK125272852,3378665,3378680,,,,
3519,ECK125272853,3378859,3378874,,,,
3520,ECK125272854,3378893,3378908,,,,
3521,ECK125272855,3442897,3442912,,,,
3522,ECK125272856,3442992,3443007,,,,
3523,ECK125272857,3453121,3453136,,,,
3524,ECK125272858,3453147,3453162,,,,
3525,ECK125272859,3453209,3453224,,,,
3526,ECK125272860,3453298,3453313,,,,
3527,ECK125272861,3613534,3613549,,,,
3528,ECK125272862,3613547,3613562,,,,
3529,ECK125272863,3613624,3613639,,,,
3530,ECK125272864,3613738,3613753,,,,
3531,ECK125272865,3637500,3637515,,,,
3532,ECK125272866,3656557,3656572,,,,
3533,ECK125272867,3658584,3658599,,,,
3534,ECK125272868,3664977,3664992,,,,
3535,ECK125272869,3785196,3785211,,,,
3536,ECK125272870,3800956,3800971,,,,
3537,ECK125272871,3852824,3852839,,,,
3538,ECK125272872,3853177,3853192,,,,
3539,ECK125272873,3853193,3853208,,,,
3540,ECK125272874,3853390,3853405,,,,
3541,ECK125272875,3883845,3883860,,,,
3542,ECK125272876,3883928,3883943,,,,
3543,ECK125272877,3883969,3883984,,,,
3544,ECK125272878,3884457,3884472,,,,
3545,ECK125272879,3884547,3884562,,,,
3546,ECK125272880,3888360,3888375,,,,
3547,ECK125272881,3888392,3888407,,,,
3548,ECK125272882,3888615,3888630,,,,
3549,ECK125272883,3888661,3888676,,,,
3550,ECK125272884,3888750,3888765,,,,
3551,ECK125272885,3888783,3888798,,,,
3552,ECK125272886,3888835,3888850,,,,
3553,ECK125272887,3933287,3933302,,,,
3554,ECK125272888,3933322,3933337,,,,
3555,ECK125272889,3950629,3950644,,,,
3556,ECK125272890,4013061,4013076,,,,
3557,ECK125272891,4107546,4107561,,,,
3558,ECK125272892,4107707,4107722,,,,
3559,ECK125272893,4111629,4111644,,,,
3560,ECK125272894,4111653,4111668,,,,
3561,ECK125272895,4175534,4175549,,,,
3562,ECK125272896,4230488,4230503,,,,
3563,ECK125272897,4406105,4406120,,,,
3564,ECK125272898,4406161,4406176,,,,
3565,ECK125272899,4406195,4406210,,,,
3566,ECK125272900,4425865,4425880,,,,
3567,ECK125272901,4466320,4466335,,,,
3568,ECK125272902,4472610,4472625,,,,
3569,ECK125272903,4472657,4472672,,,,
3570,ECK125272904,4543074,4543089,,,,
3571,ECK125272905,4632826,4632841,,,,
3572,ECK125272906,4632848,4632863,,,,
3573,ECK125272907,4632854,4632869,,,,
3574,ECK125272908,17087,17102,,,,
3575,ECK125272909,17163,17178,,,,
3576,ECK125272910,17196,17211,,,,
3577,ECK125272911,17497,17512,,,,
3578,ECK125272912,86867,86882,,,,
3579,ECK125272913,146829,146844,,,,
3580,ECK125272914,401229,401244,,,,
3581,ECK125272915,401246,401261,,,,
3582,ECK125272916,401525,401540,,,,
3583,ECK125272917,480225,480240,,,,
3584,ECK125272918,480233,480248,,,,
3585,ECK125272919,480495,480510,,,,
3586,ECK125272920,480549,480564,,,,
3587,ECK125272921,576066,576081,,,,
3588,ECK125272922,577008,577023,,,,
3589,ECK125272923,577124,577139,,,,
3590,ECK125272924,577249,577264,,,,
3591,ECK125272925,595027,595042,,,,
3592,ECK125272926,754914,754929,,,,
3593,ECK125272927,758691,758706,,,,
3594,ECK125272928,758794,758809,,,,
3595,ECK125272929,763524,763539,,,,
3596,ECK125272930,778599,778614,,,,
3597,ECK125272931,838239,838254,,,,
3598,ECK125272932,850422,850437,,,,
3599,ECK125272933,1031818,1031833,,,,
3600,ECK125272934,1081359,1081374,,,,
3601,ECK125272935,1226085,1226100,,,,
3602,ECK125272936,1413763,1413778,,,,
3603,ECK125272937,1704576,1704591,,,,
3604,ECK125272938,1704585,1704600,,,,
3605,ECK125272939,1704626,1704641,,,,
3606,ECK125272940,1716452,1716467,,,,
3607,ECK125272941,1741501,1741516,,,,
3608,ECK125272942,1746598,1746613,,,,
3609,ECK125272943,1746778,1746793,,,,
3610,ECK125272944,1862662,1862677,,,,
3611,ECK125272945,1862850,1862865,,,,
3612,ECK125272946,1862902,1862917,,,,
3613,ECK125272947,1908053,1908068,,,,
3614,ECK125272948,1908087,1908102,,,,
3615,ECK125272949,1923503,1923518,,,,
3616,ECK125272950,2023680,2023695,,,,
3617,ECK125272951,2043377,2043392,,,,
