regulator,gene_id,gene_name,effect,source
nac,STM0417,STM0417,?,RegulonDB
nac,STM0418,STM0418,?,RegulonDB
nac,STM0419,STM0419,?,RegulonDB
nac,STM0420,STM0420,?,RegulonDB
nac,STM0487,STM0487,?,RegulonDB
nac,STM0492,STM0492,?,RegulonDB
nac,STM0516,STM0516,?,RegulonDB
nac,STM0525,STM0525,?,RegulonDB
nac,STM0535,STM0535,?,RegulonDB
nac,STM0536,STM0536,?,RegulonDB
nac,STM0537,STM0537,?,RegulonDB
nac,STM2395,STM2395,?,RegulonDB
nac,STM0583,STM0583,?,RegulonDB
nac,STM0614,STM0614,?,RegulonDB
nac,STM0615,STM0615,?,RegulonDB
nac,STM0643,STM0643,?,RegulonDB
nac,STM0645,STM0645,?,RegulonDB
nac,STM0646,STM0646,?,RegulonDB
nac,STM0647,STM0647,?,RegulonDB
nac,STM0648,STM0648,?,RegulonDB
nac,STM0668,STM0668,?,RegulonDB
nac,STM0669,STM0669,?,RegulonDB
nac,STM0709,STM0709,?,RegulonDB
nac,STM0730,STM0730,?,RegulonDB
nac,STM0732,STM0732,?,RegulonDB
nac,STM0733,STM0733,?,RegulonDB
nac,STM0734,STM0734,?,RegulonDB
nac,STM0735,STM0735,?,RegulonDB
nac,STM0736,STM0736,?,RegulonDB
nac,STM0737,STM0737,?,RegulonDB
nac,STM0738,STM0738,?,RegulonDB
nac,STM0739,STM0739,?,RegulonDB
nac,STM0740,STM0740,?,RegulonDB
nac,STM0741,STM0741,?,RegulonDB
nac,STM0744,STM0744,?,RegulonDB
nac,STM0745,STM0745,?,RegulonDB
nac,STM0746,STM0746,?,RegulonDB
nac,STM0748,STM0748,?,RegulonDB
nac,STM0749,STM0749,?,RegulonDB
nac,STM0750,STM0750,?,RegulonDB
nac,STM3166,STM3166,?,RegulonDB
nac,STM0802,STM0802,?,RegulonDB
nac,STM0803,STM0803,?,RegulonDB
nac,STM0804,STM0804,?,RegulonDB
nac,STM0805,STM0805,?,RegulonDB
nac,STM0806,STM0806,?,RegulonDB
nac,STM0826,STM0826,?,RegulonDB
nac,STM0864,STM0864,?,RegulonDB
nac,STM0930,STM0930,?,RegulonDB
nac,STM0931,STM0931,?,RegulonDB
nac,STM0953,STM0953,?,RegulonDB
nac,STM0958,STM0958,?,RegulonDB
nac,STM0959,STM0959,?,RegulonDB
nac,STM0964,STM0964,?,RegulonDB
nac,STM0965,STM0965,?,RegulonDB
nac,STM0966,STM0966,?,RegulonDB
nac,STM0023,STM0023,?,RegulonDB
nac,STM0025,STM0025,?,RegulonDB
nac,STM0026,STM0026,?,RegulonDB
nac,STM0027,STM0027,?,RegulonDB
nac,STM1061,STM1061,?,RegulonDB
nac,STM1062,STM1062,?,RegulonDB
nac,STM1070,STM1070,?,RegulonDB
nac,STM3823,STM3823,?,RegulonDB
nac,STM3822,STM3822,?,RegulonDB
nac,STM3821,STM3821,?,RegulonDB
nac,STM1118,STM1118,?,RegulonDB
nac,STM1119,STM1119,?,RegulonDB
nac,STM1098,STM1098,?,RegulonDB
nac,STM1154,STM1154,?,RegulonDB
nac,STM1198,STM1198,?,RegulonDB
nac,STM1199,STM1199,?,RegulonDB
nac,STM1200,STM1200,?,RegulonDB
nac,STM1201,STM1201,?,RegulonDB
nac,STM1202,STM1202,?,RegulonDB
nac,STM1215,STM1215,?,RegulonDB
nac,STM1217,STM1217,?,RegulonDB
nac,STM1218,STM1218,?,RegulonDB
nac,STM1219,STM1219,?,RegulonDB
nac,STM1807,STM1807,?,RegulonDB
nac,STM1765,STM1765,?,RegulonDB
nac,STM1746,STM1746,?,RegulonDB
nac,STM1745,STM1745,?,RegulonDB
nac,STM1744,STM1744,?,RegulonDB
nac,STM1743,STM1743,?,RegulonDB
nac,STM1742,STM1742,?,RegulonDB
nac,STM1705,STM1705,?,RegulonDB
nac,STM1659,STM1659,?,RegulonDB
nac,STM1658,STM1658,?,RegulonDB
nac,STM2586,STM2586,?,RegulonDB
nac,STM1624,STM1624,?,RegulonDB
nac,STM1597,STM1597,+,RegulonDB
nac,STM1589,STM1589,?,RegulonDB
nac,STM1599,STM1599,?,RegulonDB
nac,STM1521,STM1521,?,RegulonDB
nac,STM1520,STM1520,?,RegulonDB
nac,STM1519,STM1519,?,RegulonDB
nac,STM1518,STM1518,?,RegulonDB
nac,STM1514,STM1514,?,RegulonDB
nac,STM1869,STM1869,?,RegulonDB
nac,STM1503,STM1503,?,RegulonDB
nac,STM1502,STM1502,?,RegulonDB
nac,STM1499,STM1499,?,RegulonDB
nac,STM1498,STM1498,?,RegulonDB
nac,STM1496,STM1496,?,RegulonDB
nac,STM1495,STM1495,?,RegulonDB
nac,STM1480,STM1480,?,RegulonDB
nac,STM1479,STM1479,?,RegulonDB
nac,STM1557,STM1557,?,RegulonDB
nac,STM1452,STM1452,?,RegulonDB
nac,STM1427,STM1427,?,RegulonDB
nac,STM1360,STM1360,?,RegulonDB
nac,STM1359,STM1359,?,RegulonDB
nac,STM1358,STM1358,?,RegulonDB
nac,STM1357,STM1357,?,RegulonDB
nac,STM1356,STM1356,?,RegulonDB
nac,STM1344,STM1344,?,RegulonDB
nac,STM1339,STM1339,?,RegulonDB
nac,STM1338,STM1338,?,RegulonDB
nac,STM1337,STM1337,?,RegulonDB
nac,STM1336,STM1336,?,RegulonDB
nac,STM1335,STM1335,?,RegulonDB
nac,STM1334,STM1334,?,RegulonDB
nac,STM1333,STM1333,?,RegulonDB
nac,STM1326,STM1326,?,RegulonDB
nac,STM1299,STM1299,-,RegulonDB
nac,STM1837,STM1837,?,RegulonDB
nac,STM1838,STM1838,?,RegulonDB
nac,STM1843,STM1843,?,RegulonDB
nac,STM1873,STM1873,?,RegulonDB
nac,STM1874,STM1874,?,RegulonDB
nac,STM1875,STM1875,?,RegulonDB
nac,STM1892,STM1892,?,RegulonDB
nac,STM1893,STM1893,?,RegulonDB
nac,STM1902,STM1902,?,RegulonDB
nac,STM1903,STM1903,?,RegulonDB
nac,STM1927,STM1927,?,RegulonDB
nac,STM1932,STM1932,?,RegulonDB
nac,STM1950,STM1950,?,RegulonDB
nac,STM0212,STM0212,?,RegulonDB
nac,STM0692,STM0692,-,RegulonDB
nac,STM2016,STM2016,?,RegulonDB
nac,STM2017,STM2017,?,RegulonDB
nac,STM2018,STM2018,?,RegulonDB
nac,STM2067,STM2067,?,RegulonDB
nac,STM2080,STM2080,?,RegulonDB
nac,STM2094,STM2094,?,RegulonDB
nac,STM2095,STM2095,?,RegulonDB
nac,STM2102,STM2102,?,RegulonDB
nac,STM2103,STM2103,?,RegulonDB
nac,STM2104,STM2104,?,RegulonDB
nac,STM2105,STM2105,?,RegulonDB
nac,STM2106,STM2106,?,RegulonDB
nac,STM2107,STM2107,?,RegulonDB
nac,STM2108,STM2108,?,RegulonDB
nac,STM2109,STM2109,?,RegulonDB
nac,STM2110,STM2110,?,RegulonDB
nac,STM2111,STM2111,?,RegulonDB
nac,STM2112,STM2112,?,RegulonDB
nac,STM2113,STM2113,?,RegulonDB
nac,STM2116,STM2116,?,RegulonDB
nac,STM2117,STM2117,?,RegulonDB
nac,STM2118,STM2118,?,RegulonDB
nac,STM2119,STM2119,?,RegulonDB
nac,STM3261,STM3261,?,RegulonDB
nac,STM3259,STM3259,?,RegulonDB
nac,STM3258,STM3258,?,RegulonDB
nac,STM3257,STM3257,?,RegulonDB
nac,STM2166,STM2166,?,RegulonDB
nac,STM2167,STM2167,?,RegulonDB
nac,STM2188,STM2188,?,RegulonDB
nac,STM2189,STM2189,?,RegulonDB
nac,STM2190,STM2190,?,RegulonDB
nac,STM2200,STM2200,?,RegulonDB
nac,STM2214,STM2214,?,RegulonDB
nac,STM2220,STM2220,?,RegulonDB
nac,STM3812,STM3812,?,RegulonDB
nac,STM3813,STM3813,?,RegulonDB
nac,STM3814,STM3814,?,RegulonDB
nac,STM3815,STM3815,?,RegulonDB
nac,STM3817,STM3817,?,RegulonDB
nac,STM3818,STM3818,?,RegulonDB
nac,STM3819,STM3819,?,RegulonDB
nac,STM2255,STM2255,?,RegulonDB
nac,STM2256,STM2256,?,RegulonDB
nac,STM2257,STM2257,?,RegulonDB
nac,STM2258,STM2258,?,RegulonDB
nac,STM2259,STM2259,?,RegulonDB
nac,STM2260,STM2260,?,RegulonDB
nac,STM2261,STM2261,?,RegulonDB
nac,STM2263,STM2263,?,RegulonDB
nac,STM2282,STM2282,?,RegulonDB
nac,STM2283,STM2283,?,RegulonDB
nac,STM2336,STM2336,?,RegulonDB
nac,STM2367,STM2367,?,RegulonDB
nac,STM2368,STM2368,?,RegulonDB
nac,STM2369,STM2369,?,RegulonDB
nac,STM2370,STM2370,?,RegulonDB
nac,STM2380,STM2380,?,RegulonDB
nac,STM2381,STM2381,?,RegulonDB
nac,STM2382,STM2382,?,RegulonDB
nac,STM2383,STM2383,?,RegulonDB
nac,STM2384,STM2384,?,RegulonDB
nac,STM2385,STM2385,?,RegulonDB
nac,STM0201,STM0201,?,RegulonDB
nac,STM0200,STM0200,?,RegulonDB
nac,STM0199,STM0199,?,RegulonDB
nac,STM0198,STM0198,?,RegulonDB
nac,STM0197,STM0197,?,RegulonDB
nac,STM2408,STM2408,?,RegulonDB
nac,STM2409,STM2409,+,RegulonDB
nac,STM2420,STM2420,?,RegulonDB
nac,STM2438,STM2438,?,RegulonDB
nac,STM2506,STM2506,?,RegulonDB
nac,STM2553,STM2553,?,RegulonDB
nac,STM2582,STM2582,?,RegulonDB
nac,STM2583,STM2583,?,RegulonDB
nac,STM2665,STM2665,?,RegulonDB
nac,STM2669,STM2669,?,RegulonDB
nac,STM2670,STM2670,?,RegulonDB
nac,STM2686,STM2686,?,RegulonDB
nac,STM2687,STM2687,?,RegulonDB
nac,STM2789,STM2789,?,RegulonDB
nac,STM2790,STM2790,?,RegulonDB
nac,STM2791,STM2791,+,RegulonDB
nac,STM2792,STM2792,+,RegulonDB
nac,STM2793,STM2793,+,RegulonDB
nac,STM2832,STM2832,?,RegulonDB
nac,STM2833,STM2833,?,RegulonDB
nac,STM2834,STM2834,?,RegulonDB
nac,STM2835,STM2835,?,RegulonDB
nac,STM2836,STM2836,?,RegulonDB
nac,STM2837,STM2837,?,RegulonDB
nac,STM2838,STM2838,?,RegulonDB
nac,STM2907,STM2907,?,RegulonDB
nac,STM2951,STM2951,?,RegulonDB
nac,STM2960,STM2960,?,RegulonDB
nac,STM2961,STM2961,?,RegulonDB
nac,STM2962,STM2962,?,RegulonDB
nac,STM2969,STM2969,?,RegulonDB
nac,STM3013,STM3013,?,RegulonDB
nac,STM3014,STM3014,?,RegulonDB
nac,STM3018,STM3018,?,RegulonDB
nac,STM1002,STM1002,?,RegulonDB
nac,STM3050,STM3050,?,RegulonDB
nac,STM3053,STM3053,?,RegulonDB
nac,STM3054,STM3054,?,RegulonDB
nac,STM3055,STM3055,?,RegulonDB
nac,STM3062,STM3062,-,RegulonDB
nac,STM3066,STM3066,?,RegulonDB
nac,STM3068,STM3068,?,RegulonDB
nac,STM3069,STM3069,?,RegulonDB
nac,STM3070,STM3070,?,RegulonDB
nac,STM3106,STM3106,?,RegulonDB
nac,STM3114,STM3114,?,RegulonDB
nac,STM3181,STM3181,?,RegulonDB
nac,STM3182,STM3182,?,RegulonDB
nac,STM3183,STM3183,?,RegulonDB
nac,STM3184,STM3184,?,RegulonDB
nac,STM3185,STM3185,?,RegulonDB
nac,STM3241,STM3241,?,RegulonDB
nac,STM3242,STM3242,?,RegulonDB
nac,STM3243,STM3243,?,RegulonDB
nac,STM3244,STM3244,?,RegulonDB
nac,STM3245,STM3245,?,RegulonDB
nac,STM3272,STM3272,?,RegulonDB
nac,STM3273,STM3273,?,RegulonDB
nac,STM3274,STM3274,?,RegulonDB
nac,STM3275,STM3275,?,RegulonDB
nac,STM3290,STM3290,?,RegulonDB
nac,STM3293,STM3293,?,RegulonDB
nac,STM3294,STM3294,?,RegulonDB
nac,STM3295,STM3295,?,RegulonDB
nac,STM3298,STM3298,?,RegulonDB
nac,STM3303,STM3303,?,RegulonDB
nac,STM3304,STM3304,?,RegulonDB
nac,STM3305,STM3305,?,RegulonDB
nac,STM3330,STM3330,-,RegulonDB
nac,STM3331,STM3331,-,RegulonDB
nac,STM4575,STM4575,-,RegulonDB
nac,STM3335,STM3335,?,RegulonDB
nac,STM3336,STM3336,?,RegulonDB
nac,STM3337,STM3337,?,RegulonDB
nac,STM3338,STM3338,?,RegulonDB
nac,STM3339,STM3339,?,RegulonDB
nac,STM3367,STM3367,?,RegulonDB
nac,STM3372,STM3372,?,RegulonDB
nac,STM3373,STM3373,?,RegulonDB
nac,STM3374,STM3374,?,RegulonDB
nac,STM3443,STM3443,?,RegulonDB
nac,STM3444,STM3444,?,RegulonDB
nac,STM3500,STM3500,?,RegulonDB
nac,STM3501,STM3501,?,RegulonDB
nac,STM3502,STM3502,?,RegulonDB
nac,STM3578,STM3578,?,RegulonDB
nac,STM3590,STM3590,?,RegulonDB
nac,STM3608,STM3608,?,RegulonDB
nac,STM3609,STM3609,?,RegulonDB
nac,STM3626,STM3626,?,RegulonDB
nac,STM3627,STM3627,?,RegulonDB
nac,STM3628,STM3628,?,RegulonDB
nac,STM3629,STM3629,?,RegulonDB
nac,STM3630,STM3630,?,RegulonDB
nac,STM3645,STM3645,?,RegulonDB
nac,STM3710,STM3710,?,RegulonDB
nac,STM3711,STM3711,?,RegulonDB
nac,STM3712,STM3712,?,RegulonDB
nac,STM3715,STM3715,?,RegulonDB
nac,STM3716,STM3716,?,RegulonDB
nac,STM3717,STM3717,?,RegulonDB
nac,STM3718,STM3718,?,RegulonDB
nac,STM3719,STM3719,?,RegulonDB
nac,STM3721,STM3721,?,RegulonDB
nac,STM3722,STM3722,?,RegulonDB
nac,STM3723,STM3723,?,RegulonDB
nac,STM3740,STM3740,?,RegulonDB
nac,STM3741,STM3741,?,RegulonDB
nac,STM3742,STM3742,?,RegulonDB
nac,STM3743,STM3743,?,RegulonDB
nac,STM3744,STM3744,?,RegulonDB
nac,STM3808,STM3808,?,RegulonDB
nac,STM3809,STM3809,?,RegulonDB
nac,STM3810,STM3810,?,RegulonDB
nac,STM3836,STM3836,?,RegulonDB
nac,STM3837,STM3837,?,RegulonDB
nac,STM3838,STM3838,?,RegulonDB
nac,STM3839,STM3839,?,RegulonDB
nac,STM3840,STM3840,?,RegulonDB
nac,STM3847,STM3847,?,RegulonDB
nac,STM3849,STM3849,?,RegulonDB
nac,STM3850,STM3850,?,RegulonDB
nac,STM3851,STM3851,?,RegulonDB
nac,STM3852,STM3852,?,RegulonDB
nac,STM3874,STM3874,-,RegulonDB
nac,STM3875,STM3875,-,RegulonDB
nac,STM3876,STM3876,-,RegulonDB
nac,STM3877,STM3877,?,RegulonDB
nac,STM3900,STM3900,?,RegulonDB
nac,STM3910,STM3910,?,RegulonDB
nac,STM3912,STM3912,?,RegulonDB
nac,STM3918,STM3918,?,RegulonDB
nac,STM3919,STM3919,?,RegulonDB
nac,STM3920,STM3920,?,RegulonDB
nac,STM3921,STM3921,?,RegulonDB
nac,STM3922,STM3922,?,RegulonDB
nac,STM3924,STM3924,?,RegulonDB
nac,STM3925,STM3925,?,RegulonDB
nac,STM3926,STM3926,?,RegulonDB
nac,STM3928,STM3928,?,RegulonDB
nac,STM3929,STM3929,?,RegulonDB
nac,STM3956,STM3956,?,RegulonDB
nac,STM3957,STM3957,?,RegulonDB
nac,STM3964,STM3964,?,RegulonDB
nac,STM3965,STM3965,?,RegulonDB
nac,STM3995,STM3995,?,RegulonDB
nac,STM3996,STM3996,?,RegulonDB
nac,STM3997,STM3997,?,RegulonDB
nac,STM4017,STM4017,?,RegulonDB
nac,STM4018,STM4018,?,RegulonDB
nac,STM4062,STM4062,?,RegulonDB
nac,STM4117,STM4117,?,RegulonDB
nac,STM4119,STM4119,?,RegulonDB
nac,STM4165,STM4165,?,RegulonDB
nac,STM4170,STM4170,?,RegulonDB
nac,STM4189,STM4189,?,RegulonDB
nac,STM4233,STM4233,?,RegulonDB
nac,STM4234,STM4234,?,RegulonDB
nac,STM4250,STM4250,?,RegulonDB
nac,STM4251,STM4251,?,RegulonDB
nac,STM4263,STM4263,?,RegulonDB
nac,STM4283,STM4283,?,RegulonDB
nac,STM4284,STM4284,?,RegulonDB
nac,STM4328,STM4328,?,RegulonDB
nac,STM4357,STM4357,?,RegulonDB
nac,STM4358,STM4358,?,RegulonDB
nac,STM4359,STM4359,?,RegulonDB
nac,STM4360,STM4360,?,RegulonDB
nac,STM4361,STM4361,?,RegulonDB
nac,STM4362,STM4362,?,RegulonDB
nac,STM4363,STM4363,?,RegulonDB
nac,STM4364,STM4364,?,RegulonDB
nac,STM4397,STM4397,?,RegulonDB
nac,STM4403,STM4403,?,RegulonDB
nac,STM4404,STM4404,?,RegulonDB
nac,STM4408,STM4408,?,RegulonDB
nac,STM4409,STM4409,?,RegulonDB
nac,STM4410,STM4410,?,RegulonDB
nac,STM4411,STM4411,?,RegulonDB
nac,STM4459,STM4459,?,RegulonDB
nac,STM4460,STM4460,?,RegulonDB
nac,STM4473,STM4473,?,RegulonDB
nac,STM4550,STM4550,?,RegulonDB
nac,STM4560,STM4560,?,RegulonDB
nac,STM4576,STM4576,?,RegulonDB
nac,STM4577,STM4577,?,RegulonDB
nac,STM4336,STM4336,?,RegulonDB
nac,STM3240,STM3240,?,RegulonDB
nac,STM3927,STM3927,?,RegulonDB
nac,STM4552,STM4552,?,RegulonDB
nadR,STM0756,STM0756,-,RegulonDB
nadR,STM0757,STM0757,-,RegulonDB
nadR,STM1004,STM1004,-,RegulonDB
nadR,STM2641,STM2641,-,RegulonDB
nagC,STM0681,STM0681,-,RegulonDB
nagC,STM0682,STM0682,-,RegulonDB
nagC,STM0683,STM0683,-,RegulonDB
nagC,STM0684,STM0684,-,RegulonDB
nagC,STM0685,STM0685,-,RegulonDB
nagC,STM0687,STM0687,-,RegulonDB
nagC,STM0688,STM0688,-,RegulonDB
nagC,STM1162,STM1162,-,RegulonDB
nagC,STM0035,STM0035,-,RegulonDB
nagC,STM1317,STM1317,-,RegulonDB
nagC,STM1316,STM1316,-,RegulonDB
nagC,STM1315,STM1315,-,RegulonDB
nagC,STM1314,STM1314,-,RegulonDB
nagC,STM1313,STM1313,-,RegulonDB
nagC,STM1312,STM1312,-,RegulonDB
nagC,STM1830,STM1830,-,RegulonDB
nagC,STM1831,STM1831,-,RegulonDB
nagC,STM1832,STM1832,-,RegulonDB
nagC,STM2431,STM2431,-,RegulonDB
nagC,STM2432,STM2432,-,RegulonDB
nagC,STM2433,STM2433,-,RegulonDB
nagC,STM3091,STM3091,-,RegulonDB
nagC,STM3505,STM3505,?,RegulonDB
nagC,STM3506,STM3506,?,RegulonDB
nagC,STM3507,STM3507,?,RegulonDB
nagC,STM3861,STM3861,+-,RegulonDB
nagC,STM3862,STM3862,+-,RegulonDB
nagC,STM1130,STM1130,-,RegulonDB
nagC,STM1131,STM1131,-,RegulonDB
nagC,STM0716,STM0716,+,RegulonDB
nagC,STM4587,STM4587,-,RegulonDB
nagC,STM4588,STM4588,-,RegulonDB
nagC,STM4589,STM4589,-,RegulonDB
nagC,STM4590,STM4590,-,RegulonDB
nanR,STM3335,STM3335,-,RegulonDB
nanR,STM3336,STM3336,-,RegulonDB
nanR,STM3337,STM3337,-,RegulonDB
nanR,STM3338,STM3338,-,RegulonDB
nanR,STM3339,STM3339,-,RegulonDB
nanR,STM1132,STM1132,-,RegulonDB
nanR,STM1133,STM1133,-,RegulonDB
nanR,STM1130,STM1130,-,RegulonDB
nanR,STM1131,STM1131,-,RegulonDB
nanR,STM0716,STM0716,+,RegulonDB
narL,STM0068,STM0068,-,RegulonDB
narL,STM0619,STM0619,-,RegulonDB
narL,STM0620,STM0620,-,RegulonDB
narL,STM0621,STM0621,-,RegulonDB
narL,STM0622,STM0622,-,RegulonDB
narL,STM0623,STM0623,-,RegulonDB
narL,STM0624,STM0624,-,RegulonDB
narL,STM0625,STM0625,-,RegulonDB
narL,STM0626,STM0626,-,RegulonDB
narL,STM0845,STM0845,+,RegulonDB
narL,STM0846,STM0846,+,RegulonDB
narL,STM0935,STM0935,+,RegulonDB
narL,STM0936,STM0936,+,RegulonDB
narL,STM0937,STM0937,+,RegulonDB
narL,STM0956,STM0956,+,RegulonDB
narL,STM0957,STM0957,+,RegulonDB
narL,STM0964,STM0964,-,RegulonDB
narL,STM0965,STM0965,-,RegulonDB
narL,STM0966,STM0966,-,RegulonDB
narL,STM0973,STM0973,-,RegulonDB
narL,STM0974,STM0974,-,RegulonDB
narL,STM1786,STM1786,-,RegulonDB
narL,STM1787,STM1787,-,RegulonDB
narL,STM1788,STM1788,-,RegulonDB
narL,STM1789,STM1789,-,RegulonDB
narL,STM1790,STM1790,-,RegulonDB
narL,STM1791,STM1791,-,RegulonDB
narL,STM3823,STM3823,-,RegulonDB
narL,STM3822,STM3822,-,RegulonDB
narL,STM3821,STM3821,-,RegulonDB
narL,STM1765,STM1765,+,RegulonDB
narL,STM1764,STM1764,+,RegulonDB
narL,STM1763,STM1763,+,RegulonDB
narL,STM1762,STM1762,+,RegulonDB
narL,STM1761,STM1761,+,RegulonDB
narL,STM1749,STM1749,-,RegulonDB
narL,STM1732,STM1732,-,RegulonDB
narL,STM1659,STM1659,+,RegulonDB
narL,STM1570,STM1570,+,RegulonDB
narL,STM1569,STM1569,+,RegulonDB
narL,STM1568,STM1568,+,RegulonDB
narL,STM1499,STM1499,-,RegulonDB
narL,STM1498,STM1498,-,RegulonDB
narL,STM1496,STM1496,-,RegulonDB
narL,STM1495,STM1495,-,RegulonDB
narL,STM2063,STM2063,-,RegulonDB
narL,STM2064,STM2064,-,RegulonDB
narL,STM1272,STM1272,+,RegulonDB
narL,STM1271,STM1271,+,RegulonDB
narL,STM3812,STM3812,-,RegulonDB
narL,STM3813,STM3813,-,RegulonDB
narL,STM3814,STM3814,-,RegulonDB
narL,STM3815,STM3815,-,RegulonDB
narL,STM3817,STM3817,-,RegulonDB
narL,STM3818,STM3818,-,RegulonDB
narL,STM3819,STM3819,-,RegulonDB
narL,STM2255,STM2255,-,RegulonDB
narL,STM2256,STM2256,-,RegulonDB
narL,STM2257,STM2257,-,RegulonDB
narL,STM2258,STM2258,-,RegulonDB
narL,STM2259,STM2259,-,RegulonDB
narL,STM2260,STM2260,-,RegulonDB
narL,STM2261,STM2261,-,RegulonDB
narL,STM2316,STM2316,+,RegulonDB
narL,STM2317,STM2317,+,RegulonDB
narL,STM2318,STM2318,+,RegulonDB
narL,STM2319,STM2319,+,RegulonDB
narL,STM2320,STM2320,+,RegulonDB
narL,STM2321,STM2321,+,RegulonDB
narL,STM2322,STM2322,+,RegulonDB
narL,STM2323,STM2323,+,RegulonDB
narL,STM2324,STM2324,+,RegulonDB
narL,STM2325,STM2325,+,RegulonDB
narL,STM2326,STM2326,+,RegulonDB
narL,STM2327,STM2327,+,RegulonDB
narL,STM2328,STM2328,+,RegulonDB
narL,STM2840,STM2840,-,RegulonDB
narL,STM2841,STM2841,-,RegulonDB
narL,STM3143,STM3143,-,RegulonDB
narL,STM3144,STM3144,-,RegulonDB
narL,STM3145,STM3145,-,RegulonDB
narL,STM3146,STM3146,-,RegulonDB
narL,STM3147,STM3147,-,RegulonDB
narL,STM3148,STM3148,-,RegulonDB
narL,STM3149,STM3149,-,RegulonDB
narL,STM3150,STM3150,-,RegulonDB
narL,STM3474,STM3474,+,RegulonDB
narL,STM3475,STM3475,+,RegulonDB
narL,STM3476,STM3476,+,RegulonDB
narL,STM3477,STM3477,+,RegulonDB
narL,STM3584,STM3584,-,RegulonDB
narL,STM4233,STM4233,-,RegulonDB
narL,STM4234,STM4234,-,RegulonDB
narL,STM4277,STM4277,+-,RegulonDB
narL,STM4278,STM4278,+-,RegulonDB
narL,STM4279,STM4279,+-,RegulonDB
narL,STM4280,STM4280,+-,RegulonDB
narL,STM4282,STM4282,+-,RegulonDB
narL,STM4285,STM4285,-,RegulonDB
narL,STM4300,STM4300,-,RegulonDB
narL,STM4301,STM4301,-,RegulonDB
narL,STM4303,STM4303,-,RegulonDB
narL,STM4304,STM4304,-,RegulonDB
narL,STM4325,STM4325,-,RegulonDB
narL,STM4326,STM4326,-,RegulonDB
narL,STM4340,STM4340,-,RegulonDB
narL,STM4341,STM4341,-,RegulonDB
narL,STM4342,STM4342,-,RegulonDB
narL,STM4343,STM4343,-,RegulonDB
narL,STM4399,STM4399,+,RegulonDB
narP,STM0935,STM0935,+,RegulonDB
narP,STM0936,STM0936,+,RegulonDB
narP,STM0937,STM0937,+,RegulonDB
narP,STM1786,STM1786,-,RegulonDB
narP,STM1787,STM1787,-,RegulonDB
narP,STM1788,STM1788,-,RegulonDB
narP,STM1789,STM1789,-,RegulonDB
narP,STM1790,STM1790,-,RegulonDB
narP,STM1791,STM1791,-,RegulonDB
narP,STM1570,STM1570,-,RegulonDB
narP,STM1569,STM1569,-,RegulonDB
narP,STM1568,STM1568,-,RegulonDB
narP,STM2063,STM2063,-,RegulonDB
narP,STM2064,STM2064,-,RegulonDB
narP,STM1272,STM1272,+,RegulonDB
narP,STM1271,STM1271,+,RegulonDB
narP,STM3812,STM3812,+-,RegulonDB
narP,STM3813,STM3813,+-,RegulonDB
narP,STM3814,STM3814,+-,RegulonDB
narP,STM3815,STM3815,+-,RegulonDB
narP,STM3817,STM3817,+-,RegulonDB
narP,STM3818,STM3818,+-,RegulonDB
narP,STM3819,STM3819,+-,RegulonDB
narP,STM2255,STM2255,+-,RegulonDB
narP,STM2256,STM2256,+-,RegulonDB
narP,STM2257,STM2257,+-,RegulonDB
narP,STM2258,STM2258,+-,RegulonDB
narP,STM2259,STM2259,+-,RegulonDB
narP,STM2260,STM2260,+-,RegulonDB
narP,STM2261,STM2261,+-,RegulonDB
narP,STM2840,STM2840,-,RegulonDB
narP,STM2841,STM2841,-,RegulonDB
narP,STM3474,STM3474,+,RegulonDB
narP,STM3475,STM3475,+,RegulonDB
narP,STM3476,STM3476,+,RegulonDB
narP,STM3477,STM3477,+,RegulonDB
narP,STM4277,STM4277,+,RegulonDB
narP,STM4278,STM4278,+,RegulonDB
narP,STM4279,STM4279,+,RegulonDB
narP,STM4280,STM4280,+,RegulonDB
narP,STM4282,STM4282,+,RegulonDB
narP,STM4285,STM4285,+,RegulonDB
narP,STM4399,STM4399,+,RegulonDB
nemR,STM1437,STM1437,-,RegulonDB
nemR,STM1436,STM1436,-,RegulonDB
nemR,STM1435,STM1435,-,RegulonDB
nhaR,STM0039,STM0039,+,RegulonDB
nhaR,STM0040,STM0040,+,RegulonDB
nhaR,STM1563,STM1563,+,RegulonDB
nikR,STM3584,STM3584,-,RegulonDB
nimR,STM1279,STM1279,-,RegulonDB
nimR,STM1278,STM1278,-,RegulonDB
norR,STM2839,STM2839,-,RegulonDB
norR,STM2840,STM2840,+,RegulonDB
norR,STM2841,STM2841,+,RegulonDB
nrdR,STM2277,STM2277,-,RegulonDB
nrdR,STM2278,STM2278,-,RegulonDB
nrdR,STM2279,STM2279,-,RegulonDB
nrdR,STM2805,STM2805,-,RegulonDB
nrdR,STM2806,STM2806,-,RegulonDB
nrdR,STM2807,STM2807,-,RegulonDB
nrdR,STM2808,STM2808,-,RegulonDB
nrdR,STM4451,STM4451,-,RegulonDB
nrdR,STM4452,STM4452,-,RegulonDB
nsrR,STM0152,STM0152,-,RegulonDB
nsrR,STM0153,STM0153,-,RegulonDB
nsrR,STM0255,STM0255,-,RegulonDB
nsrR,STM2179,STM2179,-,RegulonDB
nsrR,STM0935,STM0935,-,RegulonDB
nsrR,STM0936,STM0936,-,RegulonDB
nsrR,STM0937,STM0937,-,RegulonDB
nsrR,STM0959,STM0959,-,RegulonDB
nsrR,STM1211,STM1211,-,RegulonDB
