,TRANSCRIPTION_UNIT_ID,PROMOTER_ID,TRANSCRIPTION_UNIT_NAME,OPERON_ID,TU_POSLEFT,TU_POSRIGHT,TU_STRAND,POS_1
1760,ECK120026618,,yaiX_1,ECK125272724,382504,382872,reverse,
1761,ECK120026619,,yaiP,ECK120027948,382739,383935,reverse,
1762,ECK120026621,ECK125257034,hemB,ECK120029228,388753,389754,reverse,389754.0
1763,ECK120026622,,ykiB,ECK120029229,389897,390115,reverse,
1764,ECK120026623,,insE-2EF-2F-2,ECK125095397,391739,392901,reverse,
1765,ECK120026624,,yaiU,ECK120029230,393015,394418,forward,
1766,ECK120026625,,iprA,ECK125272738,394506,395129,forward,
1767,ECK120026626,ECK120030215,iraP,ECK120029232,401319,401646,forward,401319.0
1768,ECK120026627,,yaiI,ECK120029233,405764,406222,forward,
1769,ECK120026628,ECK120034410,ppnP,ECK125272743,408148,408461,forward,408148.0
1770,ECK120026629,ECK125165396,ykiA,ECK120027950,408486,408950,forward,408574.0
1771,ECK120026630,ECK120033029,sbcDC,ECK120029235,412607,417079,reverse,416977.0
1772,ECK120026631,ECK120034411,brnQ-proY,ECK120029236,419488,422359,forward,419488.0
1773,ECK120026632,,yajD,ECK120029237,430605,430952,forward,
1774,ECK120026633,,yajI,ECK120027951,432312,432851,reverse,
1775,ECK120026634,ECK120033028,nrdR-ribDE-nusB-thiL-pgpA,ECK120033107,432977,437107,forward,432977.0
1776,ECK120026636,,panE-yajL,ECK120029239,443051,444515,reverse,
1777,ECK120026637,ECK120034413,yajR,ECK120029240,445302,446687,reverse,446687.0
1778,ECK120026638,,ampG,ECK125229259,452070,453545,reverse,
1779,ECK120026639,ECK125203430,yajG,ECK125229259,453557,454210,reverse,454210.0
1780,ECK120026640,ECK120034414,tig,ECK120029242,454993,456431,forward,454993.0
1781,ECK120026642,,ybaV,ECK120029243,463937,464308,forward,
1782,ECK120026643,ECK125136494,fadM,ECK125095398,464353,464800,forward,464360.0
1783,ECK120026644,,queC,ECK120029245,464852,465547,reverse,
1784,ECK120026645,,ybaE,ECK120027954,465612,467312,reverse,
1785,ECK120026646,,cof,ECK120029246,467412,468230,forward,
1786,ECK120026647,ECK120034940,decR,ECK125242770,468277,468841,forward,468352.0
1787,ECK120026648,,mdlAB,ECK120029248,468871,472417,forward,
1788,ECK120026649,,ffs,ECK120029249,476448,476561,forward,
1789,ECK120026650,,ybaA,ECK120029250,476672,477025,forward,
1790,ECK120026651,,pdeB,ECK125229260,477067,478617,reverse,
1791,ECK120026652,ECK120034417,ylaC,ECK120029251,478781,479288,reverse,479288.0
1792,ECK120026653,,maa,ECK120029252,479367,479918,reverse,
1793,ECK120026654,ECK120029860,tomB-hha,ECK120035065,480090,481198,reverse,480794.0
1794,ECK120026655,ECK120034419,mscK,ECK125147436,486492,489898,forward,486492.0
1795,ECK120026656,,priC-ybaM,ECK120029254,490110,490812,reverse,
1796,ECK120026657,,ybaN,ECK120029255,490882,491259,forward,
1797,ECK120026658,ECK120030216,dnaX,ECK120029256,492056,494023,forward,492056.0
1798,ECK120026661,ECK120029524,hemH,ECK120029257,497968,499017,forward,498031.0
1799,ECK120026662,ECK120034420,ybaL,ECK120029258,501562,503295,reverse,503295.0
1800,ECK120026663,,fsr,ECK120029259,503476,504696,reverse,
1801,ECK120026665,,cueR,ECK120029155,513993,514400,forward,
1802,ECK120026666,ECK125135030,qmcA-ybbJ,ECK120029050,514401,515823,reverse,515823.0
1803,ECK120026667,ECK125135031,fetAB,ECK125165354,515903,517362,forward,515903.0
1804,ECK120026669,,ybbAP,ECK120029052,519733,522830,forward,
1805,ECK120026670,,rhsD-ybbC-ylbH-ybbD,ECK120029053,523261,528900,forward,
1806,ECK120026671,,ylbG,ECK120029054,529645,530016,reverse,
1807,ECK120026672,,fdrA-ylbEF-ybcF,ECK125235992,546680,551332,forward,
1808,ECK120026673,,ppiB-lpxH,ECK120029056,553218,554437,reverse,
1809,ECK120026674,,ybcI,ECK120029057,556032,556553,reverse,
1810,ECK120026675,ECK120034422,folD-ybcJ,ECK120029058,556661,557781,reverse,557781.0
1811,ECK120026676,,sfmA,ECK120029059,558212,558754,forward,
1812,ECK120026677,,sfmCD,ECK120029060,558974,562300,forward,
1813,ECK120026678,,sfmHF,ECK120029061,562336,563845,forward,
1814,ECK120026679,,ybcC,ECK120029062,566098,566361,reverse,
1815,ECK120026680,,ybcD,ECK120029063,566451,566687,forward,
1816,ECK120026681,,insE-3EF-3F-3,ECK120029064,566842,568004,forward,
1817,ECK120026682,,renD-emrE,ECK120029065,568062,568647,forward,
1818,ECK120026683,,ybcK,ECK120029066,568902,570428,forward,
1819,ECK120026684,,ybcLM,ECK120029067,570893,572251,forward,
1820,ECK120026685,,ybcN-ninE-ybcO-rusA-ylcG,ECK120029068,572466,573870,forward,
1821,ECK120026686,,ybcQ,ECK120029069,573956,574339,forward,
1822,ECK120026688,,rzoD,ECK120029070,578327,578509,forward,
1823,ECK120026689,,ybcV,ECK120029071,579184,579594,reverse,
1824,ECK120026690,,ybcW,ECK120029072,579880,580086,forward,
1825,ECK120026691,,nohB,ECK120029073,580834,581379,forward,
1826,ECK120026692,,tfaD,ECK120029074,581534,582097,forward,
1827,ECK120026693,,tfaX,ECK120030518,582875,583060,forward,
1828,ECK120026694,,ybdG,ECK120029076,603416,604663,reverse,
1829,ECK120026696,,ybdF,ECK120029077,605518,605886,reverse,
1830,ECK120026697,,ybdJ,ECK120029078,605951,606199,reverse,
1831,ECK120026698,,ybdK,ECK120029079,606265,607383,reverse,
1832,ECK120026699,,insL-2,ECK120029080,608065,609177,forward,
1833,ECK120026700,,ybdD,ECK120029081,632182,632379,forward,
1834,ECK120026701,,ybdM,ECK120029082,634747,635376,reverse,
1835,ECK120026702,ECK125095188,ybdN,ECK120029083,635349,636996,reverse,636686.0
1836,ECK120026703,,ybdO,ECK120029084,636716,637618,reverse,
1837,ECK120026704,,rnk,ECK120029085,643557,643967,reverse,
1838,ECK120026705,ECK120034425,rna,ECK120029086,644197,645034,reverse,645034.0
1839,ECK120026706,,citT,ECK120029087,645117,646580,reverse,
1840,ECK120026707,ECK120034438,citCDEFXG,ECK120029088,646631,652141,reverse,651952.0
1841,ECK120026708,ECK125095194,dpiBA,ECK120030519,651884,654542,forward,651984.0
1842,ECK120026709,ECK120034385,cspE,ECK120029090,657178,657501,forward,657250.0
1843,ECK120026710,,ybeM_1M_2,ECK125108699,658031,658818,forward,
1844,ECK120026711,,tatE,ECK120029092,658947,659150,forward,
1845,ECK120026712,ECK120034426,lipA,ECK120029093,659251,660301,reverse,660301.0
1846,ECK120026713,,ybeF,ECK120029094,660425,661378,reverse,
1847,ECK120026714,,lipB,ECK120034097,661637,662278,reverse,
1848,ECK120026715,,ybeD,ECK120034097,662379,662642,reverse,
1849,ECK120026716,,dacA,ECK120029097,662752,663963,reverse,
1850,ECK120026717,ECK120034427,rsfS-rlmH-mrdAB-rlpA,ECK125147414,664102,669072,reverse,669072.0
1851,ECK120026718,,leuS-lptE-holA-nadD-cobC,ECK120035064,669296,674783,reverse,
1852,ECK120026719,,ybeR-djlB,ECK120029100,676711,678842,forward,
1853,ECK120026720,,ybeU-djlC,ECK120029101,679508,681663,forward,
1854,ECK120026721,,hscC,ECK120029102,681723,683393,reverse,
1855,ECK120026722,,rihA,ECK120029103,683477,684412,reverse,
1856,ECK120026723,,insH-3,ECK120029104,687997,689013,reverse,
1857,ECK120026724,,ybeX-lnt,ECK120034085,689343,691784,reverse,
1858,ECK120026725,,ybeZY,ECK120034085,691874,693378,reverse,
1859,ECK120026726,,miaB,ECK120029107,693531,694955,reverse,
1860,ECK120026729,ECK125095196,chiPQ,ECK125272740,707980,710116,forward,708236.0
1861,ECK120026730,,chiQ,ECK125272740,709790,710116,forward,
1862,ECK120026731,,ybfF,ECK120029110,712038,712802,reverse,
1863,ECK120026732,,ybfP,ECK120028038,715412,715906,forward,
1864,ECK120026733,,ybfA,ECK120029111,729134,729340,forward,
1865,ECK120026734,,rhsC-ybfB,ECK120029112,729583,734102,forward,
1866,ECK120026735,,ybfOC,ECK120028039,734220,736219,forward,
1867,ECK120026736,,ybfQ,ECK120029113,736445,736699,forward,
1868,ECK120026737,,ybfL,ECK120029114,736900,737961,forward,
1869,ECK120026738,,ybfD,ECK120029115,738092,738853,forward,
1870,ECK120026739,,abrB,ECK120029116,746723,747769,reverse,
1871,ECK120026740,,ybgQPO,ECK120028040,747921,752169,reverse,
1872,ECK120026741,,ybgD,ECK120029117,752229,752795,reverse,
1873,ECK120026742,,valZ-lysY,ECK120029118,781068,781222,forward,
1874,ECK120026743,,lysZ,ECK120029119,781369,781444,forward,
1875,ECK120026744,,lysQ,ECK120029120,781577,781652,forward,
1876,ECK120026745,ECK120034429,nadA-pnuC,ECK120028041,782004,783885,forward,782061.0
1877,ECK120026746,,zitB,ECK120029121,783882,784823,reverse,
1878,ECK120026747,,ybgS,ECK120029122,784937,785317,reverse,
1879,ECK120026748,,modEF,ECK120029123,792316,794644,reverse,
1880,ECK120026749,ECK125158030,acrZ,ECK125147437,794701,794922,forward,794751.0
1881,ECK120026750,,ybhH,ECK120028042,800759,801811,forward,
1882,ECK120026751,ECK120033734,ybhC,ECK120029125,805998,807321,reverse,807321.0
1883,ECK120026752,,ybhB,ECK120029126,807433,807909,reverse,
1884,ECK120026753,ECK125203420,ybhL,ECK120029127,819852,820588,forward,819858.0
1885,ECK120026754,,ybhM,ECK120029128,820793,821506,forward,
1886,ECK120026755,,ybhP-clsB-ybhN,ECK125160624,821542,824497,reverse,
1887,ECK120026756,ECK125230250,cecR-ybhGFSR,ECK125242771,825002,830678,reverse,830669.0
1888,ECK120026757,,hcxB,ECK125272732,836351,837436,forward,
1889,ECK120026758,,ybiJ,ECK120028044,837665,837925,reverse,
1890,ECK120026759,ECK125136638,ybiI,ECK120029131,838190,838484,reverse,838484.0
1891,ECK120026760,,ybiX,ECK120029132,838530,839207,reverse,
1892,ECK120026762,ECK125136640,mcbA,ECK120034517,841796,842153,reverse,842153.0
1893,ECK120026763,,ybiO,ECK120029134,843255,845480,reverse,
1894,ECK120026764,,rhtA,ECK120028045,849210,850097,reverse,
1895,ECK120026765,ECK125135032,mntR-ybiR,ECK120029135,853098,854765,forward,853098.0
1896,ECK120026766,,ybiU,ECK120029136,857796,859061,reverse,
1897,ECK120026767,,ybiV,ECK120029137,859213,860028,reverse,
1898,ECK120026768,,ybiYW,ECK120028046,860174,863511,reverse,
1899,ECK120026769,ECK120034431,iaaA-gsiABCD,ECK120029138,866537,872801,forward,866537.0
1900,ECK120026770,,pdeI-dgcI,ECK125229261,872979,876663,forward,
1901,ECK120026771,,bssR,ECK120028047,878248,878631,forward,
1902,ECK120026772,,yliI,ECK120029140,878742,879857,forward,
1903,ECK120026773,ECK120033649,deoR,ECK120029141,881976,882734,reverse,
1904,ECK120026774,,ybjH,ECK120029142,884946,885230,reverse,
1905,ECK120026775,,ybjJI,ECK120029143,885316,887339,reverse,
1906,ECK120026776,ECK120030786,rybB,ECK120027959,887977,888057,reverse,888057.0
1907,ECK120026777,,ybjL,ECK120029144,888134,889819,reverse,
1908,ECK120026778,,ybjO-rlmC,ECK125095147,897989,899645,forward,
1909,ECK120026779,ECK120034184,ybjQ-amiD,ECK120033106,904517,905743,forward,904517.0
1910,ECK120026780,,ybjS,ECK120027942,905740,906753,reverse,
1911,ECK120026781,,poxB-ltaE-ybjT,ECK125272734,906852,911049,reverse,
1912,ECK120026782,ECK125203418,lysO,ECK125229262,913958,914959,reverse,914895.0
1913,ECK120026783,,aat,ECK120029147,926728,927432,reverse,
1914,ECK120026784,ECK120034187,trxB,ECK120029148,931019,932078,reverse,932078.0
1915,ECK120026785,ECK125145768,lolA-rarA,ECK120029149,937278,939337,forward,937328.0
1916,ECK120026786,ECK120034188,serS,ECK120029150,939365,940765,forward,939365.0
1917,ECK120026787,,ycaD,ECK120027944,945871,947019,forward,
1918,ECK120026788,,ycaM,ECK120029151,947229,948659,forward,
1919,ECK120026789,ECK125199579,pflA,ECK120029152,950301,951154,reverse,951154.0
1920,ECK120026790,,ycaO,ECK120029153,954872,956632,reverse,
1921,ECK120026791,,ycaP,ECK120029154,956762,957454,forward,
1922,ECK120026792,,ycaL,ECK120027945,960264,961028,forward,
1923,ECK120026793,,ycaI-msbA-lpxK-ycaQ,ECK120028037,964320,970621,forward,
1924,ECK120026794,ECK120030645,ycaR-kdsB,ECK120028945,970642,971598,forward,970642.0
1925,ECK120026795,ECK120034190,ycbJ,ECK120028946,971672,972645,forward,971672.0
1926,ECK120026796,ECK120034191,ldtD,ECK125203378,980732,982894,forward,980931.0
1927,ECK120026797,ECK120034192,ycbK-gloC,ECK125229263,983023,984297,forward,983023.0
1928,ECK120026799,ECK120034193,asnS,ECK120028949,987585,989044,reverse,989044.0
1929,ECK120026800,,elfA,ECK125134981,997868,998407,forward,
1930,ECK120026801,,elfDCG-ycbUVF,ECK125134982,998490,1004657,forward,
1931,ECK120026802,,zapC,ECK125134983,1005952,1006494,forward,
1932,ECK120026803,,rmf,ECK120028953,1015715,1015882,forward,
1933,ECK120026804,,ycbZ,ECK120028954,1016539,1018299,reverse,
1934,ECK120026805,ECK125135034,yccFS,ECK120028955,1021730,1024365,reverse,1024365.0
1935,ECK120026806,ECK120034196,mgsA,ECK120028956,1026557,1027041,reverse,1027041.0
1936,ECK120026807,ECK125135021,yccT,ECK120028957,1027111,1027887,reverse,1027837.0
1937,ECK120026808,ECK120033726,hspQ,ECK120028958,1028404,1028721,reverse,
1938,ECK120026809,,rlmI,ECK125095149,1028779,1029969,reverse,
1939,ECK120026810,,tusE,ECK120028960,1030339,1030668,reverse,
1940,ECK120026811,ECK120029861,yccA,ECK120028961,1030759,1031503,reverse,1031443.0
1941,ECK120026812,,gfcE-etp-etk,ECK120030511,1042030,1045803,reverse,
1942,ECK120026813,,gfcBCD,ECK120030512,1045849,1049332,reverse,
1943,ECK120026814,ECK125203423,gfcA,ECK120030513,1049439,1050758,reverse,1050702.0
1944,ECK120026815,,insA-4AB-4B-4,ECK120028965,1049833,1050530,forward,
1945,ECK120026816,,ymcE-gnsA,ECK120028966,1051847,1052240,forward,
1946,ECK120026817,,yccM,ECK120028967,1052289,1053362,reverse,
1947,ECK120026818,ECK120033715,yccE,ECK120028968,1064036,1065292,forward,
1948,ECK120026819,ECK120034197,wrbA-yccJ,ECK120028969,1066864,1067932,reverse,1067758.0
1949,ECK120026820,ECK120029863,efeU_1U_2,ECK120028970,1081246,1082185,forward,1081307.0
1950,ECK120026821,,efeOB,ECK120033536,1082243,1084647,forward,
1951,ECK120026822,,insE-4EF-4F-4,ECK125095386,1094275,1095437,reverse,
1952,ECK120026823,,ymdE-ycdU,ECK120028973,1095544,1096829,forward,
1953,ECK120026824,,ghrA,ECK120028974,1097886,1098824,forward,
1954,ECK120026825,,ycdXY,ECK120028975,1098879,1100194,forward,
1955,ECK120026826,ECK125136733,ycdZ,ECK120028976,1100193,1100787,forward,1100252.0
1956,ECK120026827,ECK125257027,ymdA,ECK125272722,1105201,1105725,forward,1105201.0
1957,ECK120026828,ECK125257028,ymdB-clsC,ECK125272722,1105803,1107776,forward,1105803.0
1958,ECK120026829,,yceK,ECK120028979,1113579,1113806,forward,
1959,ECK120026830,,mdtG,ECK120028980,1114264,1115490,reverse,
1960,ECK120026831,ECK120033621,yceJI,ECK120028981,1117901,1119071,reverse,1119071.0
1961,ECK120026832,ECK120034200,solA-yceO,ECK120028982,1119307,1120609,reverse,1120609.0
1962,ECK120026833,ECK120035104,dinI,ECK120028983,1121242,1121534,reverse,1121509.0
1963,ECK120026834,,yceB,ECK120028984,1122713,1123273,reverse,
1964,ECK120026835,ECK125135020,grxB,ECK120028985,1123407,1124103,reverse,1124103.0
1965,ECK120026836,,mdtH,ECK120028986,1124118,1125326,reverse,
1966,ECK120026837,,murJ,ECK125095145,1127839,1129374,forward,
1967,ECK120026838,,yceQ,ECK120028988,1144502,1144822,forward,
1968,ECK120026839,,rluC,ECK120028989,1144940,1145899,forward,
1969,ECK120026840,,pabC-mltG-tmk-holB-ycfH,ECK125235993,1153300,1157574,forward,
1970,ECK120026841,,hinT-ycfL-lpoB-thiK-nagZ-ycfP,ECK125134997,1161885,1165685,forward,
1971,ECK120026842,,ycfJ,ECK120028992,1167599,1168138,forward,
1972,ECK120026843,ECK120029862,ldtC,ECK125203379,1169412,1170479,reverse,1170417.0
1973,ECK120026845,,ycfT,ECK120028994,1174092,1175165,reverse,
1974,ECK120026846,,lolCDE,ECK120028995,1175427,1178564,forward,
1975,ECK120026847,,nagK-cobB,ECK120028996,1178593,1180359,forward,
1976,ECK120026848,,ymfA-ycfZ,ECK120028997,1180479,1181725,reverse,
1977,ECK120026849,,roxA,ECK125166143,1187119,1188240,reverse,
1978,ECK120026850,,rluE-nudJ,ECK120028999,1193827,1194951,reverse,
1979,ECK120026852,,ymfED,ECK120029001,1196867,1198237,reverse,
1980,ECK120026853,,ymfH-xisE-intE,ECK120030515,1199679,1201380,reverse,
1981,ECK120026854,,ymfJ,ECK120029003,1201776,1202084,reverse,
1982,ECK120026855,,ymfK,ECK120029004,1202259,1202933,reverse,
1983,ECK120026856,,ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP,ECK125272759,1203024,1208545,forward,
1984,ECK120026857,,stfE-tfaE,ECK120028023,1208517,1209655,reverse,
1985,ECK120026858,,pinE,ECK120030516,1209685,1210239,forward,
1986,ECK120026859,,mcrA,ECK120029007,1210346,1211179,forward,
1987,ECK120026860,,icdC,ECK120029008,1211413,1211577,forward,
1988,ECK120026861,ECK120034205,iraM,ECK120034596,1211680,1212298,reverse,1212090.0
1989,ECK120026862,,ycgX,ECK120028024,1212703,1213107,reverse,
1990,ECK120026863,ECK120034206,bluR,ECK125147438,1213328,1214113,reverse,1214113.0
1991,ECK120026864,,bluF,ECK125147439,1214264,1215475,reverse,
1992,ECK120026865,,ycgZ,ECK125095387,1215789,1216025,forward,
1993,ECK120026866,,ymgA-ariR,ECK125095387,1216068,1216635,forward,
1994,ECK120026867,,ymgC,ECK125095387,1216748,1216996,forward,
1995,ECK120026868,,pdeG,ECK125229264,1217328,1218851,forward,
1996,ECK120026869,,ymgF,ECK120029015,1218983,1219201,forward,
1997,ECK120026870,,ycgH_1H_2,ECK125272765,1219601,1222222,forward,
1998,ECK120026872,,ymgGD,ECK120028026,1222305,1222988,reverse,
1999,ECK120026873,,ymgH-ycgI,ECK120029018,1223465,1223907,forward,
2000,ECK120026874,ECK120034207,ycgL,ECK120029019,1227609,1228007,forward,1227609.0
2001,ECK120026875,,ycgM,ECK120029020,1228079,1228738,forward,
2002,ECK120026876,,ycgN,ECK120028027,1228815,1229276,forward,
2003,ECK120026877,,dsbB,ECK120029021,1232500,1233030,reverse,
2004,ECK120026878,,nhaB,ECK120029022,1233176,1234717,reverse,
2005,ECK120026879,,cvrA,ECK120029023,1240335,1242071,reverse,
2006,ECK120026880,,ldcA,ECK120029024,1242166,1243080,reverse,
2007,ECK120026881,,ymgE,ECK120028028,1244728,1244982,forward,
2008,ECK120026882,,ycgY,ECK120029025,1245160,1245600,forward,
2009,ECK120026883,,ycgV,ECK120029026,1253085,1255952,reverse,
2010,ECK120026884,,dauA,ECK125160634,1259124,1260803,reverse,
2011,ECK120026885,,ychS,ECK120029028,1286709,1286984,forward,
2012,ECK120026886,,rttR,ECK120029401,1287066,1287236,reverse,
2013,ECK120026887,ECK120034211,ychJ,ECK120029029,1288674,1289177,reverse,1289177.0
2014,ECK120026888,,ychG_1G_2,ECK120029030,1294426,1295198,reverse,
2015,ECK120026889,,ychE,ECK120029031,1298598,1299245,forward,
2016,ECK120026892,ECK120034212,yciI,ECK120029032,1310569,1310892,reverse,1310892.0
2017,ECK120026893,,yciA,ECK120029033,1311848,1312246,reverse,
2018,ECK120026894,ECK125122033,yciCB,ECK120029034,1312261,1313698,reverse,1313698.0
2019,ECK120026897,ECK120027918,yciGFE,ECK120028031,1314668,1316191,reverse,1316092.0
2020,ECK120026898,ECK120034213,yciVOQ,ECK120029035,1323188,1326641,forward,1323188.0
2021,ECK120026899,,rluB,ECK120029036,1326852,1327727,forward,
2022,ECK120026900,,yciK-btuR,ECK120028032,1327767,1329112,reverse,
2023,ECK120026902,ECK125203422,ymiA-yciX,ECK120030507,1335077,1335458,forward,1335090.0
2024,ECK120026903,ECK125165943,pgpB,ECK120029038,1339309,1340094,forward,1339309.0
2025,ECK120026904,ECK120033622,lapAB,ECK125166136,1340135,1341727,forward,1340135.0
2026,ECK120026907,ECK125199578,yciW,ECK120029040,1348980,1350204,reverse,1350132.0
2027,ECK120026908,ECK120034215,fabI,ECK120029041,1350251,1351118,reverse,1351118.0
2028,ECK120026909,,ycjD,ECK120029042,1351407,1351760,reverse,
2029,ECK120026910,,sapABCDF,ECK120028034,1351828,1357110,reverse,
2030,ECK120026911,,ymjA,ECK120029043,1357423,1357668,reverse,
2031,ECK120026913,ECK120034217,puuDRCBE,ECK125160709,1360948,1366815,forward,1361052.0
2032,ECK120026914,ECK125138129,puuCBE,ECK125160709,1362728,1366815,forward,1362728.0
2033,ECK120026915,,ycjMNOPQRSTUV-ymjB,ECK120033105,1370216,1381902,forward,
2034,ECK120026916,,ompG,ECK120029046,1381947,1382852,forward,
2035,ECK120026917,,ycjXF,ECK120034087,1384117,1386572,forward,
2036,ECK120026918,,ymjC-mpaA,ECK125160626,1389870,1390862,reverse,
2037,ECK120026919,ECK125136876,ycjY,ECK125160626,1390933,1392072,reverse,1392072.0
2038,ECK120026920,,pgrR,ECK125160635,1391991,1392890,forward,
2039,ECK120026921,,mppA,ECK120028944,1393227,1394840,forward,
2040,ECK120026922,,insH-4,ECK120028832,1396076,1397092,forward,
2041,ECK120026923,,ynaJ,ECK120028833,1397365,1397622,forward,
2042,ECK120026924,ECK120034220,uspE,ECK120028834,1397672,1398659,reverse,1398659.0
2043,ECK120026925,,abgABT-ogt,ECK120028835,1399721,1404565,reverse,
2044,ECK120026926,ECK120034221,zntB,ECK125272779,1408024,1409033,forward,1408024.0
2045,ECK120026928,,ttcA,ECK120030508,1411013,1411948,reverse,
2046,ECK120026929,,recET-ralR-ydaC-xisR-intR,ECK125235994,1412000,1417386,reverse,
2047,ECK120026930,,racC,ECK120028840,1417488,1417763,reverse,
2048,ECK120026931,,kilR-ydaE,ECK120030509,1417838,1418229,reverse,
2049,ECK120026932,,ydaGF,ECK120028842,1419156,1419456,reverse,
2050,ECK120026933,,racR,ECK120028843,1419765,1420241,reverse,
2051,ECK120026934,,ydaSTUVW-rzpR,ECK120028844,1420365,1423644,forward,
2052,ECK120026935,,rzoR,ECK120028845,1423400,1423585,forward,
2053,ECK120026936,,trkG,ECK120028846,1423782,1425239,forward,
2054,ECK120026937,,ynaK-ydaY,ECK120028847,1425377,1425980,forward,
2055,ECK120026938,,ynaA-lomR_1,ECK120028848,1426454,1427613,forward,
2056,ECK120026939,,lomR_2-stfR-tfaR,ECK120028849,1428814,1432986,forward,
2057,ECK120026940,,pinR,ECK120028850,1433084,1433674,reverse,
2058,ECK120026941,,ynaE,ECK120028851,1433991,1434224,reverse,
2059,ECK120026942,ECK120034222,uspF,ECK120028852,1435185,1435641,reverse,1435641.0
2060,ECK120026943,ECK120029868,hslJ,ECK120028853,1441321,1441816,reverse,1441780.0
2061,ECK120026944,,ydbH-ynbE-ydbL,ECK120028854,1443051,1446206,forward,
2062,ECK120026945,,tynA,ECK120029506,1449076,1451349,reverse,
2063,ECK120026946,,ydbA_1,ECK120028856,1465392,1467950,forward,
2064,ECK120026947,,insC-2CD-2D-2,ECK125095388,1467921,1469149,reverse,
2065,ECK120026948,,insI-2,ECK120028858,1469358,1470509,forward,
2066,ECK120026949,,ydbA_2,ECK120028859,1470690,1474013,forward,
2067,ECK120026950,,pdxI,ECK125272739,1474221,1475081,forward,
2068,ECK120026951,ECK120033654,ydbD,ECK120028861,1475066,1477450,forward,1475066.0
2069,ECK120026952,ECK125165395,ynbABCD,ECK120028862,1477522,1482201,forward,1477597.0
2070,ECK120026953,,hrpA,ECK120028863,1483061,1486963,forward,
2071,ECK120026954,,ydcF,ECK120028864,1487235,1488035,forward,
2072,ECK120026955,,cybB,ECK120028865,1490902,1491432,forward,
2073,ECK120026956,,ydcA,ECK120028866,1491677,1491850,forward,
2074,ECK120026957,,hokB,ECK120028867,1491922,1492071,reverse,
2075,ECK120026958,,mokB,ECK120028868,1491962,1492129,reverse,
2076,ECK120026959,ECK125229302,sokB,ECK120028869,1492119,1492174,forward,1492119.0
2077,ECK120026960,,ydcJ,ECK120028870,1495288,1496631,forward,
2078,ECK120026961,,opgD,ECK125165355,1496856,1498511,forward,
2079,ECK120026962,,ydcH,ECK120028872,1498651,1498875,forward,
2080,ECK120026963,,ydcL,ECK120028873,1502457,1503125,forward,
2081,ECK120026964,ECK125199580,sutR,ECK125203380,1506085,1506708,forward,1506150.0
2082,ECK120026965,,rlhA,ECK125272750,1506781,1508742,forward,
2083,ECK120026966,ECK120051381,hicAB,ECK125095148,1509221,1509924,forward,1509221.0
2084,ECK120026967,ECK120034224,ydcR,ECK120028877,1509978,1511409,forward,1509978.0
2085,ECK120026968,,patD,ECK125162044,1515578,1517002,forward,
2086,ECK120026969,,ortT,ECK125229265,1517389,1517562,forward,
2087,ECK120026970,,ydcY,ECK120028880,1517648,1517881,forward,
2088,ECK120026971,,mnaT-ydcZ,ECK125147418,1517882,1518846,reverse,
2089,ECK120026972,,mcbR,ECK120034515,1520262,1520927,forward,
2090,ECK120026973,ECK120034226,yncG,ECK120028883,1526228,1526864,forward,1526228.0
2091,ECK120026974,,yncH,ECK120028884,1526940,1527152,forward,
2092,ECK120026975,,rhsE-ydcD,ECK120028885,1527890,1530404,forward,
2093,ECK120026976,,yncI,ECK120028886,1530586,1531332,forward,
2094,ECK120026977,,yncM,ECK120028887,1531376,1531576,forward,
2095,ECK120026978,,ydcC,ECK120028888,1531816,1532952,forward,
2096,ECK120026979,,pptA,ECK120028889,1533052,1533285,forward,
2097,ECK120026980,,yddE,ECK120028890,1534965,1535858,reverse,
2098,ECK120026982,,yddLKJ,ECK120028891,1544384,1546028,reverse,
2099,ECK120026983,ECK125095197,yddG,ECK120028892,1546288,1547205,reverse,1547205.0
2100,ECK120026984,,yddM,ECK120028893,1552398,1552682,reverse,
2101,ECK120026985,,maeA,ECK120030510,1553972,1555669,reverse,
2102,ECK120026986,,yddW,ECK120028895,1567504,1568823,reverse,
2103,ECK120026987,,pqqL,ECK120028896,1572407,1575202,reverse,
2104,ECK120026988,,yddAB,ECK120028897,1575247,1579342,reverse,
2105,ECK120026989,,ydeM,ECK125166141,1579633,1580790,reverse,
2106,ECK120026990,,ydeN,ECK125166141,1580842,1582524,reverse,
2107,ECK120026991,ECK120033653,ydeQ,ECK120028900,1586820,1587734,reverse,
2108,ECK120026992,,ydeTSR,ECK120028901,1587793,1590001,reverse,
2109,ECK120026993,,yneL,ECK120028902,1590357,1590536,reverse,
2110,ECK120026994,,ydeU,ECK120028903,1592665,1594065,reverse,
2111,ECK120026995,,ydeK,ECK120028904,1594109,1598086,reverse,
2112,ECK120026996,,lsrK,ECK120035063,1598617,1600209,reverse,
2113,ECK120026997,ECK120034947,lsrRK,ECK120035063,1598617,1601399,reverse,1601257.0
2114,ECK120026998,ECK120033646,tam,ECK120035056,1607221,1608104,forward,1607221.0
2115,ECK120026999,,yneE,ECK120028907,1608108,1609022,reverse,
2116,ECK120027000,,dgcF,ECK125229266,1610907,1611854,reverse,
2117,ECK120027001,,glsB-yneG,ECK125272745,1611966,1613251,reverse,
2118,ECK120027002,,sad,ECK120034594,1613315,1614703,reverse,
2119,ECK120027003,,yneJ,ECK120028012,1614804,1615685,forward,
