locus_tag,start,stop,strand,gene_name,start_codon_pos
PA2840,3193886,3195589,-,PA2840,3195589
PA2841,3195900,3196691,+,PA2841,3195900
PA2842,3196717,3197466,-,PA2842,3197466
PA2843,3197642,3198988,+,PA2843,3197642
PA2844,3199029,3200237,-,PA2844,3200237
PA2845,3200320,3200553,-,PA2845,3200553
PA2846,3200650,3201504,+,PA2846,3200650
PA2847,3201506,3202255,-,PA2847,3202255
PA2848,3202293,3203312,+,PA2848,3202293
PA2849,3203398,3203853,+,ohrR,3203398
PA2850,3203998,3204426,+,ohr,3203998
PA2851,3204514,3205080,-,efp,3205080
PA2852,3205123,3206253,-,PA2852,3206253
PA2852.1,3206408,3206497,+,PA2852.1,3206408
PA2853,3206915,3207166,+,oprI,3206915
PA2854,3207290,3208261,-,PA2854,3208261
PA2855,3208339,3208617,-,PA2855,3208617
PA2856,3208673,3209278,-,tesA,3209278
PA2857,3209289,3209972,+,PA2857,3209289
PA2858,3209981,3212473,+,PA2858,3209981
PA2859,3212525,3213031,+,greB,3212525
PA2860,3213044,3213484,-,PA2860,3213484
PA2861,3213538,3214086,+,ligT,3213538
PA2862,3214282,3215217,+,lipA,3214282
PA2863,3215423,3216289,+,lipH,3215423
PA2864,3216456,3216890,-,PA2864,3216890
PA2865,3216989,3218419,-,PA2865,3218419
PA2866,3218666,3219469,+,mttC,3218666
PA2867,3219608,3221080,+,PA2867,3219608
PA2868,3221206,3221565,+,PA2868,3221206
PA2869,3221652,3222140,+,PA2869,3221652
PA2870,3222150,3223727,+,PA2870,3222150
PA2871,3223736,3224533,-,PA2871,3224533
PA2872,3224614,3225384,-,PA2872,3225384
PA2873,3225381,3227387,-,PA2873,3227387
PA2874,3227384,3228337,-,PA2874,3228337
PA2875,3228337,3229254,-,PA2875,3229254
PA2876,3229484,3230182,-,pyrF,3230182
PA2877,3230279,3231172,-,PA2877,3231172
PA2878,3231218,3231859,+,PA2878,3231218
PA2879,3231882,3232772,-,PA2879,3232772
PA2880,3232819,3233334,+,PA2880,3232819
PA2881,3233343,3234254,-,PA2881,3234254
PA2882,3234256,3235371,-,PA2882,3235371
PA2883,3235794,3235961,+,PA2883,3235794
PA2884,3236194,3236958,+,PA2884,3236194
PA2885,3236959,3237555,-,atuR,3237555
PA2886,3237836,3239638,+,atuA,3237836
PA2887,3239711,3240589,+,atuB,3239711
PA2888,3240591,3242207,+,atuC,3240591
PA2889,3242324,3243484,+,atuD,3242324
PA2890,3243505,3244299,+,atuE,3243505
PA2891,3244345,3246330,+,atuF,3244345
PA2892,3246382,3247206,+,atuG,3246382
PA2893,3247369,3249195,+,atuH,3247369
PA2894,3249209,3249631,-,PA2894,3249631
PA2895,3249977,3250741,-,PA2895,3250741
PA2896,3250738,3251322,-,PA2896,3251322
PA2897,3251651,3253090,-,PA2897,3253090
PA2898,3253312,3253680,-,PA2898,3253680
PA2899,3253766,3254404,-,PA2899,3254404
PA2900,3254598,3255407,-,PA2900,3255407
PA2901,3255407,3255766,-,PA2901,3255766
PA2902,3255763,3256611,-,PA2902,3256611
PA2903,3256681,3258360,-,cobJ,3258360
PA2904,3258353,3259105,-,cobI,3259105
PA2905,3259102,3259728,-,cobH,3259728
PA2906,3259725,3261185,-,PA2906,3261185
PA2907,3261522,3262769,+,cobL,3261522
PA2908,3262762,3263862,+,cbiD,3262762
PA2909,3263859,3264587,+,PA2909,3263859
PA2910,3264642,3265211,-,PA2910,3265211
PA2911,3265848,3268004,+,PA2911,3265848
PA2912,3268057,3268830,+,PA2912,3268057
PA2913,3268827,3269798,+,PA2913,3268827
PA2914,3269795,3270826,+,PA2914,3269795
PA2915,3270827,3271693,-,PA2915,3271693
PA2916,3271813,3272406,-,PA2916,3272406
PA2917,3272457,3273293,-,PA2917,3273293
PA2918,3273504,3274277,+,PA2918,3273504
PA2919,3274328,3274585,+,PA2919,3274328
PA2920,3274597,3276234,-,PA2920,3276234
PA2921,3276319,3277308,-,PA2921,3277308
PA2922,3277409,3278578,+,PA2922,3277409
PA2923,3278638,3279423,+,hisJ,3278638
PA2924,3279479,3280168,+,hisQ,3279479
PA2925,3280165,3280878,+,hisM,3280165
PA2926,3280899,3281666,+,hisP,3280899
PA2927,3281988,3283319,+,PA2927,3281988
PA2928,3283375,3284598,-,PA2928,3284598
PA2929,3285007,3285621,-,PA2929,3285621
PA2930,3285687,3286613,+,PA2930,3285687
PA2931,3286624,3287214,-,cifR,3287214
PA2932,3287340,3288449,+,morB,3287340
PA2933,3288515,3289693,+,PA2933,3288515
PA2934,3289715,3290674,+,cif,3289715
PA2935,3290694,3291173,-,PA2935,3291173
PA2936,3291283,3291864,+,PA2936,3291283
PA2937,3291960,3292268,+,PA2937,3291960
PA2938,3292324,3293781,-,PA2938,3293781
PA2939,3294282,3295892,+,PA2939,3294282
PA2940,3295979,3297118,-,PA2940,3297118
PA2941,3297240,3297884,-,PA2941,3297884
PA2942,3297905,3298921,-,PA2942,3298921
PA2942.1,3299022,3299269,+,PA2942.1,3299022
PA2943,3299492,3300586,+,PA2943,3299492
PA2944,3300615,3304361,-,cobN,3304361
PA2945,3304437,3305564,-,PA2945,3305564
PA2946,3306312,3307013,+,PA2946,3306312
PA2947,3307085,3307513,+,PA2947,3307085
PA2948,3307510,3308262,+,cobM,3307510
PA2949,3308391,3309338,+,PA2949,3308391
PA2950,3309411,3310607,-,PA2950,3310607
PA2951,3310792,3311721,-,etfA,3311721
PA2952,3311721,3312470,-,etfB,3312470
PA2953,3312791,3314446,+,PA2953,3312791
PA2954,3314495,3315064,-,PA2954,3315064
PA2955,3315057,3315689,-,PA2955,3315689
PA2956,3315754,3316650,-,PA2956,3316650
PA2957,3316800,3317438,-,PA2957,3317438
PA2958,3317524,3318657,+,PA2958,3317524
PA2958.1,3318663,3318859,+,rgsA,3318663
PA2959,3318883,3319659,-,PA2959,3319659
PA2960,3319674,3320030,-,pilZ,3320030
PA2961,3320064,3321050,-,holB,3321050
PA2962,3321043,3321675,-,tmk,3321675
PA2963,3321704,3322753,-,PA2963,3322753
PA2964,3322759,3323574,-,pabC,3323574
PA2965,3323574,3324818,-,fabF1,3324818
PA2966,3324947,3325183,-,acpP,3325183
PA2967,3325379,3326122,-,fabG,3326122
PA2968,3326145,3327083,-,fabD,3327083
PA2969,3327189,3328169,-,plsX,3328169
PA2970,3328203,3328385,-,rpmF,3328385
PA2971,3328399,3328935,-,PA2971,3328935
PA2972,3329045,3329623,+,PA2972,3329045
PA2973,3329690,3330670,-,PA2973,3330670
PA2974,3330663,3331355,-,PA2974,3331355
PA2975,3331348,3332304,-,rluC,3332304
PA2976,3332881,3336054,+,rne,3332881
PA2977,3336212,3337231,-,murB,3337231
PA2978,3337228,3337692,-,ptpA,3337692
PA2979,3337692,3338456,-,kdsB,3338456
PA2980,3338456,3338641,-,PA2980,3338641
PA2981,3338679,3339677,-,lpxK,3339677
PA2982,3339677,3340117,-,PA2982,3340117
PA2983,3340114,3340749,-,PA2983,3340749
PA2984,3340822,3343047,-,PA2984,3343047
PA2985,3343178,3343711,+,PA2985,3343178
PA2986,3343799,3345100,-,PA2986,3345100
PA2987,3345113,3345796,-,PA2987,3345796
PA2988,3345789,3347039,-,PA2988,3347039
PA2989,3347142,3347741,+,PA2989,3347142
PA2990,3348073,3348795,+,PA2990,3348073
PA2991,3348838,3350232,-,sth,3350232
PA2992,3350411,3350638,-,PA2992,3350638
PA2993,3350635,3351663,-,PA2993,3351663
PA2994,3351656,3352879,-,nqrF,3352879
PA2995,3352890,3353498,-,nqrE,3353498
PA2996,3353498,3354172,-,nqrD,3354172
PA2997,3354169,3354954,-,nqrC,3354954
PA2998,3354947,3356158,-,nqrB,3356158
PA2999,3356162,3357499,-,nqrA,3357499
PA3000,3357758,3359167,-,aroP1,3359167
PA3001,3359269,3360654,-,PA3001,3360654
PA3002,3360875,3364321,+,mfd,3360875
PA3003,3364332,3364961,+,PA3003,3364332
PA3004,3365007,3365744,-,PA3004,3365744
PA3005,3365756,3366754,-,nagZ,3366754
PA3006,3366970,3367671,-,psrA,3367671
PA3007,3367903,3368517,+,lexA,3367903
PA3008,3368529,3369014,+,PA3008,3368529
PA3009,3369036,3369269,-,PA3009,3369269
PA3010,3369475,3369993,-,PA3010,3369993
PA3011,3370100,3372706,-,topA,3372706
PA3012,3372797,3373171,-,PA3012,3373171
PA3013,3373254,3374429,-,foaB,3374429
PA3014,3374460,3376607,-,faoA,3376607
PA3015,3377035,3377853,+,PA3015,3377035
PA3016,3377870,3378304,-,PA3016,3378304
PA3017,3378512,3378949,+,PA3017,3378512
PA3018,3378979,3379665,-,PA3018,3379665
PA3019,3379815,3381737,-,PA3019,3381737
PA3020,3381963,3383891,+,PA3020,3381963
PA3021,3383948,3384334,+,PA3021,3383948
PA3022,3384378,3385184,-,PA3022,3385184
PA3023,3385287,3386195,-,PA3023,3386195
PA3024,3386270,3387829,-,PA3024,3387829
PA3025,3387850,3389430,-,PA3025,3389430
PA3026,3389436,3391031,-,PA3026,3391031
PA3027,3391208,3392239,+,PA3027,3391208
PA3028,3392268,3393485,-,moeA2,3393485
PA3029,3393482,3394021,-,moaB2,3394021
PA3030,3394088,3394684,+,mobA,3394088
PA3031,3394816,3395037,+,PA3031,3394816
PA3031.1,3395190,3395266,+,PA3031.1,3395190
PA3032,3395325,3396728,-,snr1,3396728
PA3033,3397096,3397374,-,PA3033,3397374
PA3034,3397381,3397938,-,PA3034,3397938
PA3035,3398104,3398700,+,PA3035,3398104
PA3036,3398717,3399649,+,PA3036,3398717
PA3037,3399649,3400515,+,PA3037,3399649
PA3038,3400684,3401949,+,PA3038,3400684
PA3039,3402134,3403516,-,PA3039,3403516
PA3040,3403812,3404141,+,PA3040,3403812
PA3041,3404145,3404525,+,PA3041,3404145
PA3042,3404539,3404862,+,PA3042,3404539
PA3043,3404979,3406310,+,PA3043,3404979
PA3044,3406321,3408546,-,PA3044,3408546
PA3045,3408560,3409183,-,PA3045,3409183
PA3046,3409609,3409953,-,PA3046,3409953
PA3047,3410264,3411694,+,PA3047,3410264
PA3048,3411763,3413940,-,PA3048,3413940
PA3049,3414401,3414613,+,rmf,3414401
PA3050,3414701,3415729,-,pyrD,3415729
PA3051,3415786,3416067,-,PA3051,3416067
PA3052,3416061,3417041,+,PA3052,3416061
PA3053,3417113,3418120,+,PA3053,3417113
PA3054,3418288,3420192,+,PA3054,3418288
PA3055,3420309,3420785,-,PA3055,3420785
PA3056,3420823,3421299,-,PA3056,3421299
PA3057,3421425,3421655,+,PA3057,3421425
PA3058,3421696,3423066,-,pelG,3423066
PA3059,3423068,3424591,-,pelF,3424591
PA3060,3424588,3425577,-,pelE,3425577
PA3061,3425555,3426922,-,pelD,3426922
PA3062,3426928,3427446,-,pelC,3427446
PA3063,3427486,3431067,-,pelB,3431067
PA3064,3431045,3433891,-,pelA,3433891
PA3065,3434373,3435359,-,PA3065,3435359
PA3066,3435372,3435944,-,PA3066,3435944
PA3067,3435987,3436430,-,PA3067,3436430
PA3068,3436578,3441440,-,gdhB,3441440
PA3069,3441713,3442483,-,PA3069,3442483
PA3070,3442823,3443803,+,PA3070,3442823
PA3071,3443814,3444752,+,PA3071,3443814
PA3072,3444749,3445243,+,PA3072,3444749
PA3073,3445236,3446258,+,PA3073,3445236
PA3074,3446255,3448015,+,PA3074,3446255
PA3075,3448012,3449643,+,PA3075,3448012
PA3076,3449697,3450776,+,PA3076,3449697
PA3077,3450838,3451509,+,PA3077,3450838
PA3078,3451506,3452801,+,PA3078,3451506
PA3079,3452872,3455253,-,PA3079,3455253
PA3080,3455266,3456363,-,PA3080,3456363
PA3081,3456543,3457910,-,PA3081,3457910
PA3082,3457969,3459933,-,gbt,3459933
PA3083,3460380,3463037,-,pepN,3463037
PA3084,3463056,3463856,-,PA3084,3463856
PA3085,3463889,3464152,-,PA3085,3464152
PA3086,3464236,3465096,-,PA3086,3465096
PA3087,3465093,3466073,-,PA3087,3466073
PA3088,3466073,3466960,-,PA3088,3466960
PA3089,3467085,3468050,+,PA3089,3467085
PA3089a,3468051,3468950,-,PA3089a,3468950
PA3091,3468988,3470427,-,PA3091,3470427
PA3092,3470764,3472803,-,fadH1,3472803
PA3093,3473018,3474136,+,PA3093,3473018
PA3094,3474133,3475170,+,PA3094,3474133
PA3094.1,3475457,3475533,-,PA3094.1,3475533
PA3094.2,3475648,3475724,-,PA3094.2,3475724
PA3094.3,3475741,3475816,-,PA3094.3,3475816
PA3095,3475956,3476480,-,xcpZ,3476480
PA3096,3476482,3477630,-,xcpY,3477630
PA3097,3477627,3478628,-,xcpX,3478628
PA3098,3478625,3479338,-,xcpW,3479338
PA3099,3479335,3479724,-,xcpV,3479724
PA3100,3479721,3480239,-,xcpU,3480239
PA3101,3480246,3480692,-,xcpT,3480692
PA3102,3480697,3481914,-,xcpS,3481914
PA3103,3481914,3483422,-,xcpR,3483422
PA3104,3483642,3484349,+,xcpP,3483642
PA3105,3484354,3486330,+,xcpQ,3484354
PA3106,3486417,3487184,-,PA3106,3487184
PA3107,3487181,3488392,-,metZ,3488392
PA3108,3488409,3489914,-,purF,3489914
PA3109,3490136,3490678,-,PA3109,3490678
PA3110,3490752,3491411,-,PA3110,3491411
PA3111,3491415,3492704,-,folC,3492704
PA3112,3492701,3493573,-,accD,3493573
PA3113,3493842,3494477,-,trpF,3494477
PA3114,3494567,3495424,-,truA,3495424
PA3115,3495446,3498205,-,fimV,3498205
PA3116,3498374,3499384,-,PA3116,3499384
PA3117,3499486,3500598,-,asd,3500598
PA3118,3500668,3501750,-,leuB,3501750
PA3119,3501809,3502570,-,PA3119,3502570
PA3120,3502642,3503280,-,leuD,3503280
PA3121,3503292,3504716,-,leuC,3504716
PA3122,3504879,3505772,+,PA3122,3504879
PA3123,3505865,3506242,-,PA3123,3506242
PA3124,3506322,3507233,-,PA3124,3507233
PA3125,3507345,3508673,+,PA3125,3507345
PA3126,3508717,3509166,-,ibpA,3509166
PA3127,3509324,3510127,+,PA3127,3509324
PA3128,3510144,3510890,+,PA3128,3510144
PA3129,3510905,3511864,-,PA3129,3511864
PA3130,3511957,3512394,-,PA3130,3512394
PA3131,3512394,3513041,-,PA3131,3513041
PA3132,3513154,3514011,-,PA3132,3514011
PA3133,3514023,3514565,-,PA3133,3514565
PA3133.1,3514723,3514798,-,PA3133.1,3514798
PA3133.2,3514845,3514920,-,PA3133.2,3514920
PA3133.3,3515014,3515089,-,PA3133.3,3515089
PA3133.4,3515138,3515213,-,PA3133.4,3515213
PA3134,3515416,3516900,-,gltX,3516900
PA3135,3516938,3517858,-,PA3135,3517858
PA3136,3517928,3518995,+,PA3136,3517928
PA3137,3519045,3520544,+,PA3137,3519045
PA3138,3520548,3522560,-,uvrB,3522560
PA3139,3522748,3523944,+,PA3139,3522748
PA3139.1,3524012,3524087,+,PA3139.1,3524012
PA3140,3524161,3524490,-,PA3140,3524490
PA3141,3524681,3526678,-,wbpM,3526678
PA3142,3527429,3527734,-,PA3142,3527734
PA3143,3527670,3528212,-,PA3143,3528212
PA3145,3528428,3529447,-,wbpL,3529447
PA3146,3529508,3530458,-,wbpK,3530458
PA3147,3530467,3531708,-,wbpJ,3531708
PA3148,3531751,3532815,-,wbpI,3532815
PA3149,3532812,3533933,-,wbpH,3533933
PA3150,3533948,3535081,-,wbpG,3535081
PA3151,3535216,3535971,-,hisF2,3535971
PA3152,3535971,3536579,-,hisH2,3536579
PA3153,3536576,3537811,-,wzx,3537811
PA3154,3537808,3539124,-,wzy,3539124
PA3155,3539128,3540207,-,wbpE,3540207
PA3156,3540210,3540785,-,wbpD,3540785
PA3157,3540782,3542671,-,PA3157,3542671
PA3158,3542740,3543690,-,wbpB,3543690
PA3159,3543764,3545074,-,wbpA,3545074
PA3160,3545881,3546927,-,wzz,3546927
PA3161,3547689,3547973,-,himD,3547973
PA3162,3548110,3549789,-,rpsA,3549789
PA3163,3550057,3550746,-,cmk,3550746
PA3165,3552979,3554088,-,hisC2,3554088
PA3166,3554157,3555254,-,pheA,3555254
PA3167,3555254,3556339,-,serC,3556339
PA3168,3556427,3559198,-,gyrA,3559198
PA3169,3559435,3560511,-,PA3169,3560511
PA3170,3560621,3561955,+,PA3170,3560621
PA3171,3562106,3562804,+,ubiG,3562106
PA3172,3562801,3563481,+,PA3172,3562801
PA3173,3563546,3564286,+,PA3173,3563546
PA3174,3564445,3565173,+,PA3174,3564445
PA3175,3565189,3566124,+,PA3175,3565189
PA3176,3566163,3567377,+,gltS,3566163
PA3177,3567606,3568529,+,PA3177,3567606
PA3178,3568636,3569013,-,PA3178,3569013
PA3179,3569106,3570266,-,PA3179,3570266
PA3180,3570414,3570851,+,PA3180,3570414
PA3181,3570941,3571603,-,PA3181,3571603
PA3182,3571621,3572337,-,pgl,3572337
PA3183,3572324,3573793,-,zwf,3573793
PA3184,3573980,3574837,+,PA3184,3573980
PA3185,3574846,3575697,-,PA3185,3575697
PA3186,3575912,3577276,-,oprB,3577276
PA3187,3577320,3578480,-,PA3187,3578480
PA3188,3578513,3579358,-,PA3188,3579358
PA3189,3579351,3580283,-,PA3189,3580283
PA3190,3580384,3581646,-,PA3190,3581646
PA3191,3582171,3583592,-,PA3191,3583592
PA3192,3583616,3584344,-,gltR,3584344
PA3193,3584379,3585374,-,glk,3585374
PA3194,3585477,3587303,-,edd,3587303
PA3195,3587433,3588437,+,gapA,3587433
PA3196,3588741,3589271,-,PA3196,3589271
PA3197,3589352,3590350,-,PA3197,3590350
PA3198,3590490,3591242,-,PA3198,3591242
PA3199,3591415,3592044,-,PA3199,3592044
PA3200,3592041,3592928,-,PA3200,3592928
PA3201,3593144,3593731,+,PA3201,3593144
PA3202,3593733,3594032,+,PA3202,3593733
PA3203,3594208,3594570,+,PA3203,3594208
PA3204,3594581,3595258,+,PA3204,3594581
PA3205,3595387,3595827,+,PA3205,3595387
PA3206,3595942,3597279,+,PA3206,3595942
PA3207,3597319,3597798,+,PA3207,3597319
PA3208,3597779,3598339,-,PA3208,3598339
PA3209,3598404,3598775,-,PA3209,3598775
PA3210,3598933,3600387,+,trkH,3598933
PA3211,3600454,3601599,+,PA3211,3600454
PA3212,3601596,3602390,+,PA3212,3601596
PA3213,3602392,3603330,+,PA3213,3602392
PA3214,3603327,3603971,+,PA3214,3603327
PA3215,3603994,3605007,-,PA3215,3605007
PA3216,3605150,3605467,+,PA3216,3605150
PA3217,3605684,3607075,+,cyaB,3605684
PA3219,3608117,3608929,-,PA3219,3608929
PA3220,3609076,3609840,+,PA3220,3609076
PA3221,3609905,3610240,+,csaA,3609905
PA3222,3610250,3611149,+,PA3222,3610250
PA3223,3611254,3611895,-,azoR3,3611895
PA3224,3612042,3612359,-,PA3224,3612359
PA3225,3612559,3613488,+,PA3225,3612559
PA3226,3613495,3614322,+,PA3226,3613495
PA3227,3614304,3614867,+,ppiA,3614304
PA3228,3614930,3616762,+,PA3228,3614930
PA3229,3617044,3617310,+,PA3229,3617044
PA3230,3617343,3618467,-,PA3230,3618467
PA3231,3618726,3618884,-,PA3231,3618884
PA3232,3618993,3619619,-,PA3232,3619619
PA3233,3619616,3621415,-,PA3233,3621415
PA3234,3621505,3623160,-,PA3234,3623160
PA3235,3623157,3623468,-,PA3235,3623468
PA3236,3623686,3624543,-,PA3236,3624543
PA3237,3624837,3625058,+,PA3237,3624837
PA3238,3625201,3626562,+,PA3238,3625201
PA3239,3626566,3627369,+,PA3239,3626566
PA3240,3627509,3628366,+,PA3240,3627509
PA3241,3628430,3629599,-,PA3241,3629599
PA3242,3629667,3630605,-,PA3242,3630605
PA3243,3630765,3631556,+,minC,3630765
PA3244,3631618,3632433,+,minD,3631618
PA3245,3632430,3632684,+,minE,3632430
PA3246,3632788,3633423,+,rluA,3632788
PA3247,3633592,3634881,+,PA3247,3633592
PA3248,3634924,3635475,-,PA3248,3635475
PA3249,3635541,3636257,-,PA3249,3636257
PA3250,3636621,3637679,+,PA3250,3636621
PA3251,3637734,3638543,+,PA3251,3637734
PA3252,3638540,3639379,+,PA3252,3638540
PA3253,3639366,3640163,+,PA3253,3639366
PA3254,3640166,3641161,+,PA3254,3640166
PA3255,3641233,3641811,+,PA3255,3641233
PA3256,3641872,3642834,-,PA3256,3642834
PA3257,3642964,3645060,+,prc,3642964
PA3258,3645099,3646904,+,PA3258,3645099
PA3259,3646918,3647397,-,PA3259,3647397
PA3260,3647755,3648066,-,PA3260,3648066
PA3261,3648170,3648916,+,PA3261,3648170
PA3262,3649705,3650466,-,PA3262,3650466
PA3262.1,3650722,3650798,-,PA3262.1,3650798
PA3262.2,3650815,3650890,-,PA3262.2,3650890
PA3263,3651056,3651976,+,PA3263,3651056
PA3264,3652063,3652998,+,PA3264,3652063
PA3265,3653138,3653452,+,PA3265,3653138
PA3266,3653667,3653876,+,capB,3653667
PA3267,3653937,3655811,-,PA3267,3655811
PA3268,3655986,3658151,-,PA3268,3658151
PA3269,3658248,3659102,-,PA3269,3659102
PA3270,3659169,3659756,-,PA3270,3659756
PA3271,3660022,3663501,+,PA3271,3660022
PA3272,3663509,3667855,-,PA3272,3667855
PA3273,3667924,3668307,-,PA3273,3668307
PA3274,3668474,3668761,+,PA3274,3668474
PA3275,3668840,3669169,-,PA3275,3669169
PA3276,3669166,3669588,-,PA3276,3669588
PA3277,3669821,3670633,-,PA3277,3670633
PA3278,3670759,3671058,-,PA3278,3671058
PA3279,3671227,3672549,-,oprP,3672549
PA3280,3673008,3674324,-,oprO,3674324
PA3281,3674570,3675160,-,PA3281,3675160
PA3282,3675163,3675897,-,PA3282,3675897
PA3283,3675894,3676748,-,PA3283,3676748
PA3284,3676767,3677081,-,PA3284,3677081
PA3285,3677720,3678331,-,PA3285,3678331
PA3286,3678334,3679386,-,PA3286,3679386
PA3287,3679946,3680461,+,PA3287,3679946
PA3288,3680465,3680968,-,PA3288,3680968
PA3289,3681048,3681461,+,PA3289,3681048
PA3290,3681500,3684148,-,PA3290,3684148
PA3291,3684163,3684717,-,PA3291,3684717
PA3292,3684905,3685762,-,PA3292,3685762
PA3293,3685759,3686574,-,PA3293,3686574
PA3294,3686584,3688650,-,PA3294,3688650
PA3295,3688879,3689316,-,PA3295,3689316
PA3296,3689521,3690951,+,phoA,3689521
PA3297,3691024,3695004,-,PA3297,3695004
PA3298,3695179,3695481,-,PA3298,3695481
PA3299,3695511,3697199,-,fadD1,3697199
PA3300,3697434,3699122,-,fadD2,3699122
PA3301,3699369,3700319,+,PA3301,3699369
PA3302,3700316,3700786,+,PA3302,3700316
PA3303,3700937,3702112,+,PA3303,3700937
PA3304,3702093,3702950,-,PA3304,3702950
PA3303a,3702977,3703180,-,PA3303a,3703180
PA3304.1,3703022,3703156,-,PA3304.1,3703156
PA3305,3703167,3705161,-,PA3305,3705161
PA3305.1,3705309,3705521,-,phrS,3705521
PA3306,3705890,3706492,-,PA3306,3706492
PA3307,3706546,3706854,-,PA3307,3706854
PA3308,3707090,3709942,+,PA3308,3707090
PA3309,3710225,3710680,+,PA3309,3710225
PA3310,3710749,3712404,-,PA3310,3712404
PA3311,3712560,3714911,+,PA3311,3712560
PA3312,3714915,3715805,-,PA3312,3715805
PA3313,3715804,3716811,+,PA3313,3715804
PA3314,3716808,3717611,+,PA3314,3716808
PA3315,3717605,3718438,+,PA3315,3717605
PA3316,3718435,3719205,+,PA3316,3718435
PA3317,3719329,3720057,+,PA3317,3719329
PA3318,3720123,3720623,+,PA3318,3720123
PA3319,3720681,3722759,-,plcN,3722759
PA3320,3722990,3723445,-,PA3320,3723445
PA3321,3723534,3724448,+,PA3321,3723534
PA3322,3724456,3725154,-,PA3322,3725154
PA3323,3725580,3726455,+,PA3323,3725580
PA3324,3726452,3728230,+,PA3324,3726452
PA3325,3728240,3729127,+,PA3325,3728240
PA3326,3729471,3730076,-,PA3326,3730076
PA3327,3730557,3737615,+,PA3327,3730557
PA3328,3737612,3738778,+,PA3328,3737612
PA3329,3738775,3740103,+,PA3329,3738775
PA3330,3740105,3741019,+,PA3330,3740105
PA3331,3741012,3742268,+,PA3331,3741012
PA3332,3742265,3742690,+,PA3332,3742265
PA3333,3742694,3743686,+,fabH2,3742694
PA3334,3743700,3743939,+,PA3334,3743700
PA3335,3744057,3744809,+,PA3335,3744057
PA3336,3744901,3746067,+,PA3336,3744901
PA3337,3746078,3747076,-,rfaD,3747076
PA3338,3747166,3747456,-,PA3338,3747456
PA3339,3747525,3749711,+,plpD,3747525
PA3340,3749719,3751767,-,PA3340,3751767
PA3341,3752044,3752478,-,PA3341,3752478
PA3342,3752596,3753612,-,PA3342,3753612
PA3343,3753763,3754932,-,PA3343,3754932
PA3344,3755021,3757159,-,recQ,3757159
PA3345,3757243,3757593,-,PA3345,3757593
PA3346,3757659,3759374,-,PA3346,3759374
PA3347,3759376,3759681,-,PA3347,3759681
PA3348,3759996,3760820,-,PA3348,3760820
PA3349,3760897,3761829,-,PA3349,3761829
PA3350,3761961,3762659,+,PA3350,3761961
PA3351,3762804,3763127,+,flgM,3762804
PA3352,3763182,3763652,+,PA3352,3763182
PA3353,3763681,3764472,+,PA3353,3763681
PA3354,3764476,3765087,-,PA3354,3765087
PA3355,3765129,3766433,-,PA3355,3766433
PA3356,3766617,3767858,-,PA3356,3767858
PA3357,3768184,3769530,+,dsdA,3768184
PA3358,3769587,3770465,+,PA3358,3769587
PA3359,3770470,3771480,-,PA3359,3771480
PA3360,3771503,3772561,-,PA3360,3772561
PA3361,3773029,3773376,+,lecB,3773029
PA3362,3773430,3773948,-,PA3362,3773948
PA3363,3773991,3774581,-,amiR,3774581
PA3364,3774578,3775735,-,amiC,3775735
PA3365,3775761,3776876,-,PA3365,3776876
PA3366,3776959,3777999,-,amiE,3777999
PA3366.1,3778034,3778133,-,amiL,3778133
PA3367,3778266,3778604,+,PA3367,3778266
PA3368.1,3778654,3778730,-,PA3368.1,3778730
PA3368,3778704,3779369,+,PA3368,3778704
PA3369,3779562,3779840,+,PA3369,3779562
PA3370,3779930,3780076,+,PA3370,3779930
PA3371,3780128,3780313,+,PA3371,3780128
PA3372,3780362,3781132,-,PA3372,3781132
PA3373,3781123,3781680,-,PA3373,3781680
PA3374,3781680,3782843,-,PA3374,3782843
PA3375,3782833,3783549,-,PA3375,3783549
PA3376,3783599,3784414,-,PA3376,3784414
PA3377,3784411,3785295,-,PA3377,3785295
PA3378,3785292,3786392,-,PA3378,3786392
PA3379,3786392,3787021,-,PA3379,3787021
PA3380,3787021,3787479,-,PA3380,3787479
PA3381,3787489,3788211,-,PA3381,3788211
PA3382,3788232,3789026,-,phnE,3789026
PA3383,3789093,3790097,-,PA3383,3790097
PA3384,3790150,3790986,-,phnC,3790986
PA3385,3791347,3791673,+,amrZ,3791347
PA3386,3791827,3792192,+,PA3386,3791827
PA3387,3792290,3793060,+,rhlG,3792290
PA3388,3793113,3793808,+,PA3388,3793113
PA3390,3793815,3794117,-,PA3390,3794117
PA3389,3794178,3794591,+,PA3389,3794178
PA3391,3794819,3796966,+,nosR,3794819
PA3392,3797009,3798919,+,nosZ,3797009
PA3393,3798916,3800202,+,nosD,3798916
PA3394,3800199,3801113,+,nosF,3800199
PA3395,3801104,3801931,+,nosY,3801104
PA3396,3801948,3802484,+,nosL,3801948
PA3397,3802567,3803343,-,fpr,3803343
PA3398,3803617,3804543,+,PA3398,3803617
PA3399,3804545,3804886,-,PA3399,3804886
PA3400,3804940,3806073,-,PA3400,3806073
PA3401,3806070,3807242,-,PA3401,3807242
PA3402,3807246,3808217,-,PA3402,3808217
PA3403,3808318,3808803,-,PA3403,3808803
PA3403a,3808978,3809265,+,PA3403a,3808978
PA3404,3809258,3810613,-,PA3404,3810613
PA3405,3810610,3811941,-,hasE,3811941
PA3406,3811938,3813740,-,hasD,3813740
